,images,labels,p,r,map50,map
all,120.0,180.0,0.3234153767870209,0.16580423307286135,0.12695443341007118,0.092434310316773
Geschwindigkeitsbegrenzung 20 km/h,120.0,2.0,1.0,0.0,0.0,0.0
Geschwindigkeitsbegrenzung 30 km/h,120.0,6.0,0.21731574506443618,0.16666666666666666,0.07611,0.053277
Geschwindigkeitsbegrenzung 50 km/h,120.0,12.0,0.2336914142469698,0.16666666666666666,0.13885692307692304,0.10660233566433563
Geschwindigkeitsbegrenzung 60 km/h,120.0,6.0,0.1074460128405378,0.16666666666666666,0.1870168421052632,0.1683151578947369
Geschwindigkeitsbegrenzung 70 km/h,120.0,6.0,0.1042424402628248,0.16666666666666666,0.10449385964912282,0.08992177192982456
Geschwindigkeitsbegrenzung 80 km/h,120.0,7.0,0.1682752270987565,0.2857142857142857,0.09654818181818181,0.048274090909090905
Geschwindigkeitsbegrenzung aufgehoben,120.0,4.0,1.0,0.0,0.0,0.0
Geschwindigkeitsbegrenzung 100 km/h,120.0,13.0,0.2776628341403502,0.15384615384615385,0.19938181818181813,0.11270990909090908
Geschwindigkeitsbegrenzung 120 km/h,120.0,17.0,0.0,0.0,0.0,0.0
Überholverbot,120.0,4.0,0.0,0.0,0.0,0.0
Überholverbot für LKW,120.0,16.0,0.06317804873839357,0.0625,0.08165142857142858,0.07348628571428573
Vorfahrt,120.0,3.0,0.0,0.0,0.0,0.0
Vorfahrtsstraße,120.0,13.0,0.8135538104604138,0.3076923076923077,0.42127777777777775,0.33467688888888886
Vorfahrt gewähren,120.0,11.0,0.0,0.0,0.0,0.0
Stopschild,120.0,7.0,0.445935321377569,0.2857142857142857,0.37446000000000007,0.37446000000000007
Verbot für Fahrzeuge aller Art,120.0,1.0,0.08322711794934017,1.0,0.1421428571428571,0.11371428571428568
Verbot der Einfahrt,120.0,5.0,1.0,0.0,0.0,0.0
Gefahrstelle,120.0,8.0,1.0,0.3171995960457499,0.49217999999999995,0.4171811428571428
Kurve links,120.0,1.0,0.0,0.0,0.0,0.0
Kurve rechts,120.0,1.0,0.0,0.0,0.0,0.0
Unebene Fahrbahn,120.0,3.0,0.43344451462532646,0.2889630097502176,0.2581,0.11536090909090908
Schleudergefahr,120.0,4.0,0.2951389463701114,0.25,0.17678571428571427,0.10607142857142855
Baustelle,120.0,2.0,0.0,0.0,0.0,0.0
Lichtzeichenanlage,120.0,2.0,0.0,0.0,0.0,0.0
Fußgängerüberweg,120.0,2.0,1.0,0.0,0.0,0.0
spielende Kinder,120.0,1.0,0.0,0.0,0.0,0.0
Schnee- und Eisglätte,120.0,2.0,0.4995276583298362,0.5,0.2899999999999999,0.17399999999999996
Alle Streckenverbote aufgehoben,120.0,1.0,0.0,0.0,0.0,0.0
Vorgeschriebene Fahrtrichtung rechts,120.0,3.0,0.2035302682361506,0.3333333333333333,0.19765000000000002,0.15812
Vorgeschriebene Fahrtrichtung links,120.0,2.0,0.2539651165517216,0.5,0.2758333333333333,0.22066666666666665
Vorgeschriebene Fahrtrichtung geradeaus,120.0,5.0,0.5512974875157377,0.4,0.4712500000000001,0.23293750000000008
Vorgeschriebene Fahrtrichtung geradeaus oder rechts,120.0,2.0,0.0,0.0,0.0,0.0
Rechts vorbei,120.0,7.0,0.24469084695023663,0.2857142857142857,0.332712,0.2429911777777778
Überholverbot aufgehoben,120.0,1.0,1.0,0.0,0.0,0.0
