               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.028107,           0.0087179,            0.010209,             0.66617,              0.6995,             0.78364,             0.58121,            0.024771,            0.008455,            0.024866,           0.0076679,           0.0076679,           0.0076679
                  36,            0.027009,           0.0081081,            0.008563,             0.72712,             0.69676,             0.77909,             0.58357,            0.025228,           0.0084185,            0.024815,            0.007543,            0.007543,            0.007543
                  37,            0.030029,           0.0078487,           0.0087304,             0.73964,             0.60604,             0.75722,             0.54932,            0.026476,           0.0087739,            0.028244,            0.007416,            0.007416,            0.007416
                  38,            0.026789,           0.0081945,            0.008929,             0.70297,             0.67075,             0.75285,             0.56126,            0.023006,           0.0083953,            0.026077,           0.0072872,           0.0072872,           0.0072872
                  39,            0.027171,           0.0078642,           0.0071631,             0.84487,             0.60553,             0.77225,             0.56473,            0.025636,           0.0083092,            0.025135,           0.0071566,           0.0071566,           0.0071566
                  40,             0.02777,           0.0080937,           0.0068638,             0.62351,             0.72499,             0.77314,             0.57839,             0.02471,           0.0080092,            0.025623,           0.0070243,           0.0070243,           0.0070243
                  41,             0.02429,           0.0071018,           0.0066804,             0.75956,             0.64151,             0.77361,              0.5818,            0.022861,           0.0078728,             0.02675,           0.0068906,           0.0068906,           0.0068906
                  42,             0.02503,           0.0072629,           0.0070848,             0.71817,             0.70901,             0.79221,              0.5723,             0.02221,           0.0079446,            0.024813,           0.0067555,           0.0067555,           0.0067555
                  43,            0.024628,           0.0074166,           0.0078277,             0.65044,             0.70485,             0.75385,             0.57584,            0.023285,           0.0083315,            0.028484,           0.0066191,           0.0066191,           0.0066191
                  44,             0.02509,           0.0077602,           0.0080279,             0.78777,             0.66594,             0.75575,             0.59303,            0.022958,           0.0083974,            0.028859,           0.0064816,           0.0064816,           0.0064816
                  45,            0.026225,           0.0084853,            0.009084,             0.64821,             0.71818,             0.75281,             0.59261,            0.023051,            0.008302,              0.0275,           0.0063432,           0.0063432,           0.0063432
                  46,            0.025781,           0.0077785,           0.0072976,             0.73549,             0.66819,             0.75323,             0.57533,            0.022164,           0.0082218,            0.028447,            0.006204,            0.006204,            0.006204
                  47,            0.024517,           0.0073774,           0.0068614,              0.7384,              0.6541,             0.74836,             0.58895,            0.023596,           0.0085048,            0.028853,            0.006064,            0.006064,            0.006064
                  48,            0.023493,           0.0074216,           0.0073256,             0.63146,             0.74743,             0.77104,             0.60469,            0.021673,           0.0081582,            0.029299,           0.0059235,           0.0059235,           0.0059235
                  49,            0.024206,           0.0073945,           0.0062348,             0.67984,             0.74309,             0.77661,             0.60927,            0.021278,            0.007873,            0.028226,           0.0057826,           0.0057826,           0.0057826
                  50,            0.025565,           0.0075216,             0.00621,             0.66464,             0.77341,             0.78434,             0.61738,              0.0201,            0.007592,             0.02934,           0.0056413,           0.0056413,           0.0056413
                  51,             0.02249,           0.0069581,           0.0060495,             0.65716,              0.7406,             0.78065,             0.62153,            0.020025,           0.0074707,            0.028831,              0.0055,              0.0055,              0.0055
                  52,            0.022905,           0.0069909,           0.0064769,             0.78021,             0.68228,              0.7864,               0.621,            0.021441,           0.0076597,            0.027489,           0.0053587,           0.0053587,           0.0053587
                  53,             0.02391,           0.0072847,           0.0051782,             0.69052,             0.73698,             0.79806,             0.63143,            0.020641,           0.0076773,            0.026583,           0.0052174,           0.0052174,           0.0052174
                  54,            0.022395,           0.0068879,           0.0050399,             0.66776,             0.74126,             0.79837,             0.62148,             0.02313,           0.0078796,            0.026038,           0.0050765,           0.0050765,           0.0050765
                  55,            0.022727,           0.0064501,           0.0051582,             0.75872,             0.68193,             0.80549,              0.6437,            0.019126,           0.0077509,            0.025684,            0.004936,            0.004936,            0.004936
                  56,            0.020425,           0.0064947,            0.005151,             0.83391,             0.65738,              0.7717,             0.59159,            0.019614,           0.0076949,            0.026096,            0.004796,            0.004796,            0.004796
                  57,             0.02103,           0.0069487,            0.005705,             0.84395,             0.64701,              0.7656,             0.60784,            0.018857,           0.0075839,            0.026617,           0.0046568,           0.0046568,           0.0046568
                  58,             0.02004,           0.0067402,           0.0050403,             0.84126,              0.6933,             0.78674,             0.64962,            0.018581,           0.0074897,            0.025418,           0.0045184,           0.0045184,           0.0045184
                  59,            0.019961,           0.0064238,           0.0044124,             0.80667,             0.69455,             0.79657,               0.632,            0.019805,           0.0076374,            0.024524,           0.0043809,           0.0043809,           0.0043809
                  60,            0.020647,           0.0064331,           0.0045207,             0.79499,             0.70286,             0.79466,             0.64068,             0.01899,           0.0074692,            0.024076,           0.0042445,           0.0042445,           0.0042445
                  61,            0.022393,           0.0069821,           0.0051352,             0.71017,              0.7128,             0.81058,              0.6447,            0.019158,            0.007388,            0.024586,           0.0041094,           0.0041094,           0.0041094
                  62,             0.01912,           0.0065895,           0.0049167,             0.79313,             0.70605,             0.79532,             0.66363,            0.017266,           0.0072265,            0.024593,           0.0039757,           0.0039757,           0.0039757
                  63,            0.018139,           0.0061759,           0.0044295,             0.74996,             0.70277,             0.81136,             0.65685,            0.017391,           0.0073282,            0.024757,           0.0038434,           0.0038434,           0.0038434
                  64,            0.019378,           0.0061503,            0.004412,             0.75891,             0.68969,             0.81124,             0.66297,             0.01799,           0.0072627,            0.025306,           0.0037128,           0.0037128,           0.0037128
                  65,            0.019466,           0.0061974,           0.0044231,             0.84348,             0.70371,             0.80972,             0.67078,            0.017725,           0.0072027,            0.026142,            0.003584,            0.003584,            0.003584
                  66,            0.019146,           0.0063833,           0.0040725,             0.71781,             0.76491,             0.80364,             0.66879,            0.017526,           0.0070936,            0.027644,            0.003457,            0.003457,            0.003457
                  67,            0.018378,           0.0060955,           0.0040113,             0.86451,             0.67123,             0.81414,              0.6681,            0.018352,           0.0070766,            0.025656,           0.0033321,           0.0033321,           0.0033321
                  68,            0.018592,           0.0063537,           0.0041777,             0.77215,              0.7396,             0.79192,             0.63842,            0.017055,           0.0068762,            0.025821,           0.0032093,           0.0032093,           0.0032093
                  69,            0.018725,           0.0066154,           0.0042549,             0.80273,             0.72987,             0.81913,             0.67172,            0.017073,           0.0068772,            0.025192,           0.0030888,           0.0030888,           0.0030888
                  70,            0.017873,           0.0058708,           0.0036216,             0.79988,             0.73263,             0.82432,             0.68874,            0.016667,           0.0069541,            0.024785,           0.0029706,           0.0029706,           0.0029706
                  71,            0.018303,           0.0061859,           0.0037985,             0.78581,             0.72591,             0.82353,              0.6834,            0.016892,           0.0071334,            0.025305,            0.002855,            0.002855,            0.002855
                  72,            0.017539,           0.0057679,           0.0036787,             0.74613,             0.73165,              0.8214,             0.67235,            0.017365,           0.0071745,            0.024718,           0.0027419,           0.0027419,           0.0027419
                  73,            0.016803,           0.0060983,           0.0046257,             0.77458,             0.73321,             0.82324,             0.68242,            0.016261,           0.0071545,            0.024166,           0.0026316,           0.0026316,           0.0026316
                  74,            0.016782,           0.0056755,            0.003678,             0.76962,             0.73291,             0.82127,              0.6786,            0.016405,           0.0072604,            0.023519,           0.0025241,           0.0025241,           0.0025241
                  75,            0.017069,           0.0061926,           0.0038995,             0.85764,             0.66495,             0.81078,             0.67128,            0.017082,           0.0074319,             0.02406,           0.0024195,           0.0024195,           0.0024195
                  76,            0.016463,           0.0056773,           0.0034165,              0.6541,             0.77798,             0.80477,             0.65728,            0.016413,           0.0073937,            0.023698,            0.002318,            0.002318,            0.002318
                  77,            0.015947,           0.0058894,           0.0033312,             0.64202,             0.77644,             0.80299,             0.66864,            0.015729,           0.0072538,            0.024032,           0.0022196,           0.0022196,           0.0022196
                  78,            0.016482,           0.0060296,           0.0033479,             0.63766,             0.77336,             0.80094,             0.67932,            0.015513,           0.0072429,            0.024366,           0.0021245,           0.0021245,           0.0021245
                  79,            0.015001,           0.0056576,           0.0030767,             0.71162,             0.72021,             0.79524,             0.67898,            0.016301,           0.0073416,             0.02456,           0.0020327,           0.0020327,           0.0020327
                  80,            0.014929,           0.0051855,           0.0031915,             0.74863,              0.7146,             0.80201,             0.67716,            0.016293,           0.0074788,            0.025003,           0.0019443,           0.0019443,           0.0019443
                  81,            0.015201,            0.005635,           0.0033569,             0.81447,             0.70357,             0.79185,             0.66204,            0.016062,           0.0074847,             0.02414,           0.0018594,           0.0018594,           0.0018594
                  82,            0.014737,           0.0052754,            0.002857,             0.84972,             0.70629,             0.79894,              0.6706,            0.015937,           0.0075531,            0.023879,           0.0017781,           0.0017781,           0.0017781
                  83,            0.015651,           0.0057876,           0.0034024,             0.86889,             0.71129,             0.81842,              0.6777,            0.016141,           0.0074984,             0.02327,           0.0017005,           0.0017005,           0.0017005
                  84,            0.014505,           0.0049805,           0.0026952,             0.80022,             0.72335,             0.81243,             0.67966,            0.016142,           0.0074553,            0.022562,           0.0016267,           0.0016267,           0.0016267
                  85,            0.014888,           0.0056838,           0.0030728,             0.83543,             0.71305,             0.81003,             0.68119,            0.015653,           0.0073146,            0.022095,           0.0015566,           0.0015566,           0.0015566
                  86,            0.014723,           0.0054866,           0.0031981,             0.81932,             0.73635,             0.81971,             0.67882,            0.016063,           0.0072956,            0.021886,           0.0014905,           0.0014905,           0.0014905
                  87,             0.01394,           0.0051415,           0.0027807,             0.81918,             0.73597,             0.82094,             0.69695,             0.01546,           0.0070942,            0.021923,           0.0014283,           0.0014283,           0.0014283
                  88,            0.013602,           0.0053111,           0.0023171,             0.81041,             0.73251,              0.8206,             0.68933,            0.015725,           0.0071311,            0.022787,           0.0013701,           0.0013701,           0.0013701
                  89,            0.014583,           0.0055936,           0.0027603,             0.80294,             0.73897,             0.82167,             0.68842,            0.015753,           0.0071396,            0.022795,            0.001316,            0.001316,            0.001316
                  90,            0.014137,           0.0052057,           0.0027815,             0.80768,             0.72862,             0.81576,              0.6763,            0.015744,           0.0070765,              0.0234,            0.001266,            0.001266,            0.001266
                  91,            0.014308,            0.005513,           0.0027061,              0.8001,             0.73719,             0.82164,             0.69621,            0.015498,           0.0070685,            0.023453,           0.0012202,           0.0012202,           0.0012202
                  92,            0.013968,           0.0052896,           0.0026664,             0.70437,             0.77637,             0.82925,             0.69422,            0.015551,           0.0069863,            0.023458,           0.0011787,           0.0011787,           0.0011787
                  93,             0.01393,           0.0052106,           0.0026138,             0.80678,              0.7405,             0.82513,             0.69187,            0.015459,           0.0069571,            0.023148,           0.0011414,           0.0011414,           0.0011414
                  94,            0.013801,            0.005119,           0.0028037,             0.80333,             0.73248,             0.82705,             0.68348,            0.015605,           0.0070752,             0.02427,           0.0011084,           0.0011084,           0.0011084
                  95,            0.013807,           0.0050119,           0.0027108,             0.82948,             0.72991,             0.83397,             0.70176,            0.015183,           0.0069255,            0.023522,           0.0010797,           0.0010797,           0.0010797
                  96,            0.014493,           0.0053199,           0.0028466,             0.84046,             0.72957,             0.83189,             0.68755,            0.015041,           0.0069093,            0.024236,           0.0010554,           0.0010554,           0.0010554
                  97,            0.013754,           0.0051867,           0.0025789,             0.84589,              0.7212,             0.82659,              0.6968,            0.014944,           0.0069152,            0.024502,           0.0010355,           0.0010355,           0.0010355
                  98,            0.013324,           0.0052197,           0.0027886,             0.86512,             0.71358,              0.8298,             0.69584,            0.014968,            0.006931,            0.024312,             0.00102,             0.00102,             0.00102
                  99,            0.013344,            0.005067,           0.0026906,             0.82166,             0.72385,             0.82365,             0.69813,            0.015139,           0.0069869,            0.024802,           0.0010089,           0.0010089,           0.0010089
