               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  76,           0.0099731,           0.0055738,           0.0085308,              0.9495,             0.94836,             0.96565,             0.90853,           0.0050856,           0.0025446,           0.0022711,            0.002318,            0.002318,            0.002318
                  77,           0.0099151,           0.0055651,           0.0085018,             0.94859,             0.94851,             0.96584,             0.90928,            0.005077,           0.0025435,           0.0022689,           0.0022196,           0.0022196,           0.0022196
                  78,            0.009841,           0.0055786,           0.0081986,             0.94845,             0.94885,             0.96607,             0.90978,           0.0050688,            0.002541,           0.0022651,           0.0021245,           0.0021245,           0.0021245
                  79,           0.0097251,            0.005553,           0.0080941,             0.95007,             0.94809,             0.96593,             0.91025,           0.0050519,           0.0025377,           0.0022692,           0.0020327,           0.0020327,           0.0020327
                  80,           0.0097003,           0.0054977,           0.0079856,             0.95033,             0.94853,             0.96627,             0.91132,           0.0050344,           0.0025354,           0.0022728,           0.0019443,           0.0019443,           0.0019443
                  81,            0.009558,           0.0054615,           0.0078736,             0.95055,             0.94845,              0.9664,             0.91207,           0.0050064,           0.0025338,           0.0022751,           0.0018594,           0.0018594,           0.0018594
                  82,           0.0095003,           0.0054559,           0.0075054,             0.95245,             0.94794,             0.96662,             0.91309,           0.0049933,           0.0025312,           0.0022767,           0.0017781,           0.0017781,           0.0017781
                  83,           0.0094523,           0.0054766,           0.0076074,              0.9505,             0.95049,             0.96696,             0.91399,           0.0049809,           0.0025292,           0.0022786,           0.0017005,           0.0017005,           0.0017005
                  84,           0.0093504,           0.0054244,           0.0074069,             0.95508,             0.94635,             0.96711,             0.91485,            0.004967,           0.0025275,           0.0022784,           0.0016267,           0.0016267,           0.0016267
                  85,            0.009297,           0.0053906,           0.0073401,             0.94779,             0.95332,             0.96746,             0.91565,           0.0049395,           0.0025252,           0.0022803,           0.0015566,           0.0015566,           0.0015566
                  86,           0.0092271,            0.005377,           0.0070929,             0.94957,             0.95313,             0.96785,             0.91639,           0.0049209,            0.002525,           0.0022802,           0.0014905,           0.0014905,           0.0014905
                  87,           0.0091792,           0.0053652,           0.0070574,             0.94961,             0.95298,             0.96785,             0.91686,           0.0048979,           0.0025223,           0.0022876,           0.0014283,           0.0014283,           0.0014283
                  88,            0.009102,           0.0053149,           0.0068987,             0.95107,             0.95228,             0.96797,             0.91745,           0.0048785,           0.0025196,           0.0022992,           0.0013701,           0.0013701,           0.0013701
                  89,           0.0090519,           0.0053213,           0.0067668,             0.95261,             0.95153,             0.96805,             0.91783,           0.0048575,           0.0025128,            0.002304,            0.001316,            0.001316,            0.001316
                  90,           0.0089516,           0.0053065,           0.0064718,             0.95393,             0.94995,             0.96819,             0.91834,            0.004843,           0.0025092,           0.0023114,            0.001266,            0.001266,            0.001266
                  91,            0.008939,           0.0052785,           0.0066276,             0.95327,             0.95081,             0.96862,             0.91934,            0.004821,           0.0025056,           0.0023144,           0.0012202,           0.0012202,           0.0012202
                  92,           0.0088356,           0.0052827,           0.0061861,             0.95393,             0.95053,             0.96899,             0.92017,           0.0048021,           0.0025015,           0.0023103,           0.0011787,           0.0011787,           0.0011787
                  93,           0.0088426,           0.0052312,           0.0062854,             0.95312,              0.9516,             0.96959,              0.9209,           0.0047854,           0.0024972,           0.0023062,           0.0011414,           0.0011414,           0.0011414
                  94,           0.0087384,           0.0052291,           0.0061768,             0.95032,             0.95406,             0.97015,             0.92208,           0.0047706,           0.0024949,           0.0022981,           0.0011084,           0.0011084,           0.0011084
                  95,           0.0087649,           0.0052299,           0.0062379,             0.95098,             0.95391,              0.9706,             0.92286,           0.0047657,           0.0024929,           0.0022925,           0.0010797,           0.0010797,           0.0010797
                  96,           0.0087195,           0.0052302,            0.006072,             0.94867,             0.95569,             0.97085,              0.9232,            0.004749,           0.0024902,           0.0022923,           0.0010554,           0.0010554,           0.0010554
                  97,           0.0086738,            0.005204,           0.0059948,             0.94765,             0.95689,             0.97093,             0.92357,            0.004736,           0.0024892,           0.0022968,           0.0010355,           0.0010355,           0.0010355
                  98,           0.0086573,           0.0052205,            0.005961,             0.95718,             0.94913,             0.97083,             0.92344,           0.0047252,            0.002487,           0.0023107,             0.00102,             0.00102,             0.00102
                  99,           0.0086573,           0.0051898,           0.0059991,             0.95618,             0.95048,             0.97078,             0.92347,           0.0047144,           0.0024837,           0.0023231,           0.0010089,           0.0010089,           0.0010089
