"Step","e100-yolov5m-random-init-gtsdb F1-Score","e100-yolov5m-random-init-gtsdb F1-Score__MIN","e100-yolov5m-random-init-gtsdb F1-Score__MAX","e100-yolov5m-gtsrb-transfer-gtsdb F1-Score","e100-yolov5m-gtsrb-transfer-gtsdb F1-Score__MIN","e100-yolov5m-gtsrb-transfer-gtsdb F1-Score__MAX","e100-yolov5s-coco-transfer-gtsdb F1-Score","e100-yolov5s-coco-transfer-gtsdb F1-Score__MIN","e100-yolov5s-coco-transfer-gtsdb F1-Score__MAX","e100-yolov5m-coco-transfer-gtsdb F1-Score","e100-yolov5m-coco-transfer-gtsdb F1-Score__MIN","e100-yolov5m-coco-transfer-gtsdb F1-Score__MAX"
"40","0.3140905643069018","0.2386782367536453","0.3895028918601583","0.6742512759385848","0.6235123252137886","0.724990226663381","0.45648554673559416","0.3114254543993106","0.6015456390718777","0.49228149105256075","0.37757932359929125","0.6069836585058302"
"41","0.32375619503439523","0.27262584131426665","0.3748865487545239","0.7005376434192041","0.6415118954536589","0.7595633913847494","0.46164617204156544","0.3084725991588737","0.6148197449242572","0.47688434201462104","0.33932665825756403","0.6144420257716781"
"42","0.3536166178157331","0.34622078364559056","0.36101245198587567","0.7135918183675736","0.7090102281308803","0.7181734086042668","0.4709706569188459","0.3015783841455259","0.6403629296921659","0.4808760570685402","0.3043495915386904","0.6574025225983899"
"43","0.361262704628105","0.3119244941909302","0.4106009150652798","0.6776417714023901","0.6504371662029913","0.7048463766017891","0.45570106876249517","0.33149096575567166","0.5799111717693186","0.48081043320261874","0.3310305726542397","0.6305902937509978"
"44","0.35020529623143115","0.3041043900147914","0.3963062024480709","0.7268562045341365","0.6659379344371283","0.7877744746311447","0.44769416778468263","0.30554836264492785","0.5898399729244374","0.48442617917403674","0.3604934833459577","0.6083588750021157"
"45","0.3536296238626725","0.3425361742768675","0.3647230734484775","0.6831950975172163","0.6482085173074141","0.7181816777270185","0.44096265313720173","0.3287193777678206","0.5532059285065828","0.4817357218361591","0.3265463354635127","0.6369251082088055"
"46","0.3854435759714944","0.1957583218396367","0.5751288301033521","0.7018409572253325","0.6681932050692326","0.7354887093814323","0.4649137659943935","0.24182020392427633","0.6880073280645107","0.5119684254468018","0.25935700876564277","0.7645798421279608"
"47","0.38006673353562215","0.27329995744361696","0.48683350962762734","0.6962503938318956","0.6541032952719169","0.7383974923918741","0.4300652692321819","0.2637721755368814","0.5963583629274823","0.5087024393057961","0.23565431399872594","0.7817505646128662"
"48","0.3720742569572951","0.30286822557547827","0.4412802883391119","0.6894442928404951","0.6314623134652904","0.7474262722157","0.4450822842821933","0.30179803202780514","0.5883665365365814","0.5118256409184018","0.23653836149487256","0.7871129203419309"
"49","0.40197070862441675","0.33784747978087076","0.46609393746796274","0.7114664519896619","0.6798437433752614","0.7430891606040623","0.44965142860917207","0.3051110059279994","0.5941918512903448","0.5074832295149085","0.3158064105056494","0.6991600485241677"
"50","0.4136975857226825","0.1635992560104669","0.6637959154348981","0.7190266017658383","0.6646388469465742","0.7734143565851025","0.4319349927728659","0.3000500702478104","0.5638199152979214","0.4901354956358062","0.3448559056652659","0.6354150856063465"
"51","0.4082974855102394","0.37509234049494045","0.4415026305255384","0.6988801129187785","0.6571569849058966","0.7406032409316604","0.4463546358003684","0.328874883286648","0.5638343883140887","0.5053457440636122","0.25904024978099055","0.7516512383462338"
"52","0.39551448352658797","0.3826136972859388","0.40841526976723713","0.731245925157809","0.6822830887089353","0.7802087616066826","0.4741246405581765","0.28569196737426905","0.6625573137420839","0.5291853034822129","0.4996921806389408","0.558678426325485"
"53","0.4119347675521052","0.34312345334244804","0.4807460817617623","0.7137470373533326","0.6905183363426763","0.7369757383639888","0.4519208895645535","0.2984401418224948","0.6054016373066122","0.4983223648357773","0.2940194740522622","0.7026252556192923"
"54","0.4266696309928399","0.3559827554353864","0.4973565065502934","0.7045103393459642","0.6677573938941295","0.7412632847977988","0.46834059472360545","0.26360134632975685","0.6730798431174541","0.5387641508889869","0.5202891823907683","0.5572391193872055"
"55","0.41405218605273064","0.32814179764871804","0.4999625744567432","0.7203239027009545","0.6819295221391656","0.7587182832627433","0.44696400393665303","0.31797385620915036","0.5759541516641556","0.4978333481314273","0.29659205208461054","0.6990746441782442"
"56","0.3882214996113212","0.37230961080442043","0.40413338841822194","0.7456468739044015","0.6573810052251844","0.8339127425836187","0.43682667765087135","0.3315944026531221","0.5420589526486206","0.5414811192793861","0.5248565730165661","0.5581056655422062"
"57","0.38646515598534226","0.3347246903569737","0.43820562161371074","0.7454807221953028","0.6470084605720917","0.843952983818514","0.42387498019762804","0.34206349206349207","0.505686468331764","0.5095457829424336","0.477903008050067","0.5411885578348001"
"58","0.3605885953498862","0.21561347527322156","0.5055637154265509","0.7672806427534298","0.6932964231531921","0.8412648623536676","0.4435346516710325","0.37936719970589683","0.5077021036361682","0.5503254134289299","0.49542325672823784","0.6052275701296219"
"59","0.38598940520494585","0.32375199276825456","0.44822681764163713","0.750609075711588","0.6945451012704121","0.8066730501527638","0.47908848008775096","0.38139589169000937","0.5767810684854926","0.5478445729876522","0.4511802041213806","0.6445089418539238"
"60","0.3710559898362149","0.23529635417121925","0.5068156255012105","0.7489257970364478","0.702862682210083","0.7949889118628125","0.4777736937604632","0.3148729471782494","0.6406744403426771","0.5515653777137095","0.430425349160805","0.672705406266614"
"61","0.40377964033248365","0.3572298113489443","0.45032946931602297","0.7114846616128561","0.7101723786738212","0.712796944551891","0.4793238674104404","0.3786240218300762","0.5800237129908047","0.554294426164855","0.4453865109093867","0.6632023414203234"
"62","0.3940625978506549","0.3533836614164206","0.4347415342848892","0.7495864717953946","0.7060457537704893","0.7931271898202998","0.4925464916054645","0.2930384655196576","0.6920545176912714","0.5502823417789404","0.46022800734129704","0.6403366762165837"
"63","0.4031955200946129","0.336195993094782","0.4701950470944438","0.7263653131289055","0.7027709806753419","0.7499596455824691","0.48745013354801703","0.25876517067601296","0.7161350964200212","0.5391873245251755","0.3756779683250272","0.7026966807253238"
"64","0.40344886754518716","0.33284253788648005","0.47405519720389433","0.7242975392232095","0.6896856063405019","0.7589094721059171","0.5024401470842788","0.3558356676003735","0.649044626568184","0.541827713266271","0.3716541732546669","0.712001253277875"
"65","0.39840276568690747","0.21893463185832238","0.5778708995154925","0.7735944975045203","0.7037075263536436","0.8434814686553969","0.4807068353317332","0.264764136013566","0.6966495346499004","0.5426012411798105","0.42854134166504637","0.6566611406945746"
"66","0.38847168215923045","0.32617569189377416","0.4507676724246867","0.7413599761035428","0.7178097128990638","0.7649102393080218","0.4973120106451609","0.2592093518564107","0.7354146694339111","0.5431843004776571","0.39960397095828504","0.6867646299970291"
"67","0.38045271822443394","0.3420449785220926","0.4188604579267753","0.7678691220743212","0.6712261146357793","0.864512129512863","0.5026202103637475","0.22414085365363176","0.7810995670738633","0.5477802853679034","0.44993227921569684","0.6456282915201099"
"68","0.3881971013441279","0.3613790524211675","0.4150151502670882","0.7558767630163814","0.739601061631054","0.7721524644017088","0.5038616455172621","0.23481071733161718","0.772912573702907","0.5454318313457118","0.3798517092591047","0.711011953432319"
"69","0.39228279713187564","0.3256961290572118","0.4588694652065395","0.7662984029607133","0.7298707413411204","0.8027260645803062","0.5100891108418946","0.2572522996633382","0.7629259220204508","0.5504105804306207","0.36678429443952315","0.7340368664217184"
"70","0.3820206142505083","0.23854365256458573","0.5254975759364309","0.7662549236770175","0.7326344913707291","0.7998753559833058","0.48895905304445025","0.4005349762134284","0.5773831298754721","0.5493839952914751","0.3835504811200365","0.7152175094629136"
"71","0.3861892158205338","0.32169451800100846","0.4506839136400591","0.7558601089689987","0.7259137413087599","0.7858064766292374","0.5086700924669485","0.44472173922880165","0.5726184457050953","0.5544860926064952","0.427912380650913","0.6810598045620773"
"72","0.42871879556965115","0.4075741616045925","0.4498634295347098","0.7388913045890251","0.7316543212682919","0.7461282879097584","0.4803177401046395","0.38389909225111085","0.5767363879581682","0.5506927334285445","0.41558519063876","0.6858002762183292"
"73","0.41857659283386106","0.41247887096313063","0.4246743147045915","0.7538950399104379","0.7332089347828159","0.77458114503806","0.4840710228329871","0.3855533810075122","0.582588664658462","0.5544835868803049","0.4160156394987401","0.6929515342618697"
"74","0.4196370512054399","0.41559732503600566","0.42367677737487425","0.7512612485654209","0.7329070231594326","0.7696154739714091","0.48096433331245714","0.37344585240122763","0.5884828142236866","0.5548545207360758","0.40884913577928284","0.7008599056928688"
"75","0.4105168854611422","0.36792586738520994","0.4531079035370745","0.7612948309145198","0.6649483089399023","0.8576413528891373","0.4837349240512967","0.372830485948133","0.5946393621544604","0.5581352423881265","0.42084792740937366","0.6954225573668794"
"76","0.40533695097772476","0.3536950553235563","0.45697884663189325","0.7160395101658348","0.654098151290122","0.7779808690415475","0.48768712523537505","0.38178806107194857","0.5935861893988015","0.5696496167798778","0.4016408411639755","0.73765839239578"
"77","0.3985707805952551","0.3903306730863695","0.4068108881041407","0.7092263607346628","0.6420155865094924","0.7764371349598332","0.4837368013863075","0.37735041979182476","0.5901231829807901","0.5744569659090579","0.3749521576069146","0.7739617742112012"
"78","0.40989221762054756","0.36879237230604345","0.4509920629350517","0.7055133918588576","0.6376636042778187","0.7733631794398965","0.4894684247399105","0.38786453633181056","0.5910723131480105","0.5815194651439466","0.4080009143244437","0.7550380159634494"
"79","0.42018999509659954","0.38246333936997395","0.45791665082322514","0.7159148902713048","0.711621014085159","0.7202087664574506","0.4920600495440165","0.38773117459716677","0.5963889244908662","0.5755448058322753","0.4389105474269916","0.7121790642375591"
"80","0.4091645848787817","0.35050759542647353","0.4678215743310899","0.7316151403802578","0.714600888035192","0.7486293927253236","0.4970509749018881","0.39798556946160435","0.5961163803421718","0.5610570145218768","0.4532114127702363","0.6689026162735173"
"81","0.3858884590781164","0.37938581402550536","0.3923911041307275","0.7590185788333832","0.7035682290659833","0.8144689286007832","0.5059710559513042","0.38452380952380955","0.6274183023787989","0.5810546364461979","0.3835792791396707","0.7785299937527252"
"82","0.40331902004879516","0.3850812952276967","0.4215567448698937","0.7780057043724314","0.7062868353889761","0.8497245733558868","0.5076053392906178","0.3859559228911453","0.6292547556900904","0.5888287348686886","0.3970780121820322","0.780579457555345"
"83","0.3922953121379605","0.3557442825835585","0.42884634169236246","0.7900861480638723","0.7112871312664903","0.8688851648612544","0.503896761036801","0.3682703386169086","0.6395231834566936","0.5913417828836273","0.3728421099573774","0.8098414558098772"
"84","0.3748727605911387","0.35703188442388223","0.3927136367583952","0.7617867417357039","0.7233487846270518","0.8002246988443561","0.5020154734714499","0.3612953046776577","0.6427356422652422","0.5929728659934664","0.40908248167863553","0.7768632503082973"
"85","0.385634082983348","0.3540516415681961","0.4172165243985","0.7742395551106267","0.7130506432368909","0.8354284669843625","0.5008187452319305","0.3647737227322003","0.6368637677316606","0.5899852704177324","0.44107377300654615","0.7388967678289187"
"86","0.3950734854638218","0.3591827866113832","0.43096418431626043","0.7778374431885653","0.7363522483125975","0.8193226380645332","0.5055205312654265","0.3466637937226173","0.6643772688082357","0.5901712710379792","0.4419418582807683","0.73840068379519"
"87","0.3861065196992364","0.38362615573544057","0.3885868836630321","0.7775743820331305","0.7359655009306643","0.8191832631355968","0.5016862521749762","0.3416055657022485","0.6617669386477039","0.5711991017889613","0.3500341526818804","0.7923640508960421"
"88","0.3958290777034211","0.3921325080438246","0.39952564736301754","0.7714629706298748","0.7325125973476828","0.8104133439120667","0.4930769344509803","0.3489622596622507","0.6371916092397099","0.5898908624756181","0.34475673278363494","0.8350249921676012"
"89","0.3776249543049811","0.3597321126812667","0.39551779592869557","0.7709565417018771","0.7389682331588174","0.8029448502449369","0.4925821997783052","0.3482894681618616","0.6368749313947488","0.6050228435797644","0.3571699532676057","0.8528757338919233"
"90","0.37657146426656396","0.36163265301189507","0.39151027552123285","0.7681478141015508","0.728617424894993","0.8076782033081085","0.4927842223903953","0.34818703282755575","0.6373814119532349","0.6002912403027506","0.3599132872161939","0.8406691933893072"
"91","0.37781498138548886","0.36077472170320557","0.39485524106777214","0.7686447382850178","0.7371934862986879","0.8000959902713477","0.4965366902878211","0.35569434484441437","0.6373790357312279","0.603101522675175","0.3614112029070401","0.8447918424433098"
"92","0.36825248592218873","0.347905834854237","0.3885991369901405","0.7403669802508608","0.7043684665550721","0.7763654939466493","0.5065082445654985","0.34711141328788386","0.665905075843113","0.6016464755464742","0.3536771374189675","0.8496158136739809"
"93","0.37818696111896455","0.3493060725002252","0.4070678497377039","0.7736411059133599","0.7405016681129994","0.8067805437137202","0.5097129754448895","0.305472424416131","0.7139535264736481","0.5884289337653832","0.3898917963277772","0.7869660712029892"
"94","0.3788162357069529","0.3477156718410584","0.40991679957284743","0.7679045959650962","0.7324774694751754","0.8033317224550169","0.5112316250970212","0.31329784589588516","0.7091654042981572","0.5844697076570393","0.3850093645728321","0.7839300507412464"
"95","0.3846718290330929","0.3505345620295811","0.41880909603660466","0.7796976452920588","0.7299120000645565","0.8294832905195609","0.5311537509201649","0.31962334455160857","0.7426841572887213","0.5969439201892821","0.4127883860019786","0.7810994543765856"
"96","0.3792677362358461","0.3386546738547643","0.4198807986169279","0.7850169465385968","0.729568934981387","0.8404649580958067","0.5352714772721552","0.32331873548407025","0.7472242190602401","0.5915158034965988","0.3985183833763096","0.7845132236168881"
"97","0.38762271791710023","0.3382559279129391","0.4369895079212613","0.7835445364708075","0.7212039099611802","0.8458851629804347","0.5331117414051844","0.31470274627824274","0.7515207365321259","0.5937440403909477","0.40387519343238504","0.7836128873495105"
"98","0.3936461228600765","0.34734173837922855","0.4399505073409244","0.7893520885376422","0.7135796786371514","0.8651244984381329","0.5285916713488495","0.3074917252477165","0.7496916174499826","0.5906796899915754","0.39536590387047577","0.7859934761126749"
"99","0.3909963251213343","0.34589229780805364","0.4361003524346149","0.772753793088591","0.7238497200812717","0.8216578660959103","0.5202312344965232","0.3276096810843062","0.7128527879087401","0.5869618905331657","0.3898400563393232","0.7840837247270082"
"100","0.37610059585984407","0.3577517666169887","0.3944494251026994","0.7796487795779029","0.7299157074933172","0.8293818516624886","0.5197911742769543","0.3256549950994395","0.713927353454469","0.6030152934143427","0.3613464268031338","0.8446841600255517"
