"Step","e100-yolov5m-random-init-gtsdb - metrics/recall","e100-yolov5m-random-init-gtsdb - metrics/recall__MIN","e100-yolov5m-random-init-gtsdb - metrics/recall__MAX","e100-yolov5m-gtsrb-transfer-gtsdb - metrics/recall","e100-yolov5m-gtsrb-transfer-gtsdb - metrics/recall__MIN","e100-yolov5m-gtsrb-transfer-gtsdb - metrics/recall__MAX","e100-yolov5s-coco-transfer-gtsdb - metrics/recall","e100-yolov5s-coco-transfer-gtsdb - metrics/recall__MIN","e100-yolov5s-coco-transfer-gtsdb - metrics/recall__MAX","e100-yolov5m-coco-transfer-gtsdb - metrics/recall","e100-yolov5m-coco-transfer-gtsdb - metrics/recall__MIN","e100-yolov5m-coco-transfer-gtsdb - metrics/recall__MAX"
"52","0.3826136972859388","0.3826136972859388","0.3826136972859388","0.6822830887089353","0.6822830887089353","0.6822830887089353","0.28569196737426905","0.28569196737426905","0.28569196737426905","0.558678426325485","0.558678426325485","0.558678426325485"
"53","0.34312345334244804","0.34312345334244804","0.34312345334244804","0.7369757383639888","0.7369757383639888","0.7369757383639888","0.2984401418224948","0.2984401418224948","0.2984401418224948","0.2940194740522622","0.2940194740522622","0.2940194740522622"
"54","0.3559827554353864","0.3559827554353864","0.3559827554353864","0.7412632847977988","0.7412632847977988","0.7412632847977988","0.26360134632975685","0.26360134632975685","0.26360134632975685","0.5572391193872055","0.5572391193872055","0.5572391193872055"
"55","0.32814179764871804","0.32814179764871804","0.32814179764871804","0.6819295221391656","0.6819295221391656","0.6819295221391656","0.31797385620915036","0.31797385620915036","0.31797385620915036","0.29659205208461054","0.29659205208461054","0.29659205208461054"
"56","0.37230961080442043","0.37230961080442043","0.37230961080442043","0.6573810052251844","0.6573810052251844","0.6573810052251844","0.3315944026531221","0.3315944026531221","0.3315944026531221","0.5581056655422062","0.5581056655422062","0.5581056655422062"
"57","0.3347246903569737","0.3347246903569737","0.3347246903569737","0.6470084605720917","0.6470084605720917","0.6470084605720917","0.34206349206349207","0.34206349206349207","0.34206349206349207","0.477903008050067","0.477903008050067","0.477903008050067"
"58","0.21561347527322156","0.21561347527322156","0.21561347527322156","0.6932964231531921","0.6932964231531921","0.6932964231531921","0.37936719970589683","0.37936719970589683","0.37936719970589683","0.49542325672823784","0.49542325672823784","0.49542325672823784"
"59","0.32375199276825456","0.32375199276825456","0.32375199276825456","0.6945451012704121","0.6945451012704121","0.6945451012704121","0.38139589169000937","0.38139589169000937","0.38139589169000937","0.4511802041213806","0.4511802041213806","0.4511802041213806"
"60","0.23529635417121925","0.23529635417121925","0.23529635417121925","0.702862682210083","0.702862682210083","0.702862682210083","0.3148729471782494","0.3148729471782494","0.3148729471782494","0.430425349160805","0.430425349160805","0.430425349160805"
"61","0.3572298113489443","0.3572298113489443","0.3572298113489443","0.712796944551891","0.712796944551891","0.712796944551891","0.3786240218300762","0.3786240218300762","0.3786240218300762","0.4453865109093867","0.4453865109093867","0.4453865109093867"
"62","0.3533836614164206","0.3533836614164206","0.3533836614164206","0.7060457537704893","0.7060457537704893","0.7060457537704893","0.2930384655196576","0.2930384655196576","0.2930384655196576","0.46022800734129704","0.46022800734129704","0.46022800734129704"
"63","0.336195993094782","0.336195993094782","0.336195993094782","0.7027709806753419","0.7027709806753419","0.7027709806753419","0.25876517067601296","0.25876517067601296","0.25876517067601296","0.3756779683250272","0.3756779683250272","0.3756779683250272"
"64","0.33284253788648005","0.33284253788648005","0.33284253788648005","0.6896856063405019","0.6896856063405019","0.6896856063405019","0.3558356676003735","0.3558356676003735","0.3558356676003735","0.3716541732546669","0.3716541732546669","0.3716541732546669"
"65","0.21893463185832238","0.21893463185832238","0.21893463185832238","0.7037075263536436","0.7037075263536436","0.7037075263536436","0.264764136013566","0.264764136013566","0.264764136013566","0.42854134166504637","0.42854134166504637","0.42854134166504637"
"66","0.32617569189377416","0.32617569189377416","0.32617569189377416","0.7649102393080218","0.7649102393080218","0.7649102393080218","0.2592093518564107","0.2592093518564107","0.2592093518564107","0.39960397095828504","0.39960397095828504","0.39960397095828504"
"67","0.3420449785220926","0.3420449785220926","0.3420449785220926","0.6712261146357793","0.6712261146357793","0.6712261146357793","0.22414085365363176","0.22414085365363176","0.22414085365363176","0.44993227921569684","0.44993227921569684","0.44993227921569684"
"68","0.3613790524211675","0.3613790524211675","0.3613790524211675","0.739601061631054","0.739601061631054","0.739601061631054","0.23481071733161718","0.23481071733161718","0.23481071733161718","0.3798517092591047","0.3798517092591047","0.3798517092591047"
"69","0.4588694652065395","0.4588694652065395","0.4588694652065395","0.7298707413411204","0.7298707413411204","0.7298707413411204","0.2572522996633382","0.2572522996633382","0.2572522996633382","0.36678429443952315","0.36678429443952315","0.36678429443952315"
"70","0.23854365256458573","0.23854365256458573","0.23854365256458573","0.7326344913707291","0.7326344913707291","0.7326344913707291","0.4005349762134284","0.4005349762134284","0.4005349762134284","0.3835504811200365","0.3835504811200365","0.3835504811200365"
"71","0.32169451800100846","0.32169451800100846","0.32169451800100846","0.7259137413087599","0.7259137413087599","0.7259137413087599","0.44472173922880165","0.44472173922880165","0.44472173922880165","0.427912380650913","0.427912380650913","0.427912380650913"
"72","0.4498634295347098","0.4498634295347098","0.4498634295347098","0.7316543212682919","0.7316543212682919","0.7316543212682919","0.38389909225111085","0.38389909225111085","0.38389909225111085","0.41558519063876","0.41558519063876","0.41558519063876"
"73","0.4246743147045915","0.4246743147045915","0.4246743147045915","0.7332089347828159","0.7332089347828159","0.7332089347828159","0.3855533810075122","0.3855533810075122","0.3855533810075122","0.4160156394987401","0.4160156394987401","0.4160156394987401"
"74","0.42367677737487425","0.42367677737487425","0.42367677737487425","0.7329070231594326","0.7329070231594326","0.7329070231594326","0.37344585240122763","0.37344585240122763","0.37344585240122763","0.40884913577928284","0.40884913577928284","0.40884913577928284"
"75","0.36792586738520994","0.36792586738520994","0.36792586738520994","0.6649483089399023","0.6649483089399023","0.6649483089399023","0.372830485948133","0.372830485948133","0.372830485948133","0.42084792740937366","0.42084792740937366","0.42084792740937366"
"76","0.3536950553235563","0.3536950553235563","0.3536950553235563","0.7779808690415475","0.7779808690415475","0.7779808690415475","0.38178806107194857","0.38178806107194857","0.38178806107194857","0.4016408411639755","0.4016408411639755","0.4016408411639755"
"77","0.4068108881041407","0.4068108881041407","0.4068108881041407","0.7764371349598332","0.7764371349598332","0.7764371349598332","0.37735041979182476","0.37735041979182476","0.37735041979182476","0.3749521576069146","0.3749521576069146","0.3749521576069146"
"78","0.4509920629350517","0.4509920629350517","0.4509920629350517","0.7733631794398965","0.7733631794398965","0.7733631794398965","0.38786453633181056","0.38786453633181056","0.38786453633181056","0.4080009143244437","0.4080009143244437","0.4080009143244437"
"79","0.45791665082322514","0.45791665082322514","0.45791665082322514","0.7202087664574506","0.7202087664574506","0.7202087664574506","0.38773117459716677","0.38773117459716677","0.38773117459716677","0.4389105474269916","0.4389105474269916","0.4389105474269916"
"80","0.4678215743310899","0.4678215743310899","0.4678215743310899","0.714600888035192","0.714600888035192","0.714600888035192","0.39798556946160435","0.39798556946160435","0.39798556946160435","0.4532114127702363","0.4532114127702363","0.4532114127702363"
"81","0.3923911041307275","0.3923911041307275","0.3923911041307275","0.7035682290659833","0.7035682290659833","0.7035682290659833","0.38452380952380955","0.38452380952380955","0.38452380952380955","0.3835792791396707","0.3835792791396707","0.3835792791396707"
"82","0.4215567448698937","0.4215567448698937","0.4215567448698937","0.7062868353889761","0.7062868353889761","0.7062868353889761","0.3859559228911453","0.3859559228911453","0.3859559228911453","0.3970780121820322","0.3970780121820322","0.3970780121820322"
"83","0.42884634169236246","0.42884634169236246","0.42884634169236246","0.7112871312664903","0.7112871312664903","0.7112871312664903","0.3682703386169086","0.3682703386169086","0.3682703386169086","0.3728421099573774","0.3728421099573774","0.3728421099573774"
"84","0.3927136367583952","0.3927136367583952","0.3927136367583952","0.7233487846270518","0.7233487846270518","0.7233487846270518","0.3612953046776577","0.3612953046776577","0.3612953046776577","0.40908248167863553","0.40908248167863553","0.40908248167863553"
"85","0.4172165243985","0.4172165243985","0.4172165243985","0.7130506432368909","0.7130506432368909","0.7130506432368909","0.3647737227322003","0.3647737227322003","0.3647737227322003","0.44107377300654615","0.44107377300654615","0.44107377300654615"
"86","0.43096418431626043","0.43096418431626043","0.43096418431626043","0.7363522483125975","0.7363522483125975","0.7363522483125975","0.3466637937226173","0.3466637937226173","0.3466637937226173","0.4419418582807683","0.4419418582807683","0.4419418582807683"
"87","0.38362615573544057","0.38362615573544057","0.38362615573544057","0.7359655009306643","0.7359655009306643","0.7359655009306643","0.3416055657022485","0.3416055657022485","0.3416055657022485","0.3500341526818804","0.3500341526818804","0.3500341526818804"
"88","0.39952564736301754","0.39952564736301754","0.39952564736301754","0.7325125973476828","0.7325125973476828","0.7325125973476828","0.3489622596622507","0.3489622596622507","0.3489622596622507","0.34475673278363494","0.34475673278363494","0.34475673278363494"
"89","0.39551779592869557","0.39551779592869557","0.39551779592869557","0.7389682331588174","0.7389682331588174","0.7389682331588174","0.3482894681618616","0.3482894681618616","0.3482894681618616","0.3571699532676057","0.3571699532676057","0.3571699532676057"
"90","0.39151027552123285","0.39151027552123285","0.39151027552123285","0.728617424894993","0.728617424894993","0.728617424894993","0.34818703282755575","0.34818703282755575","0.34818703282755575","0.3599132872161939","0.3599132872161939","0.3599132872161939"
"91","0.39485524106777214","0.39485524106777214","0.39485524106777214","0.7371934862986879","0.7371934862986879","0.7371934862986879","0.35569434484441437","0.35569434484441437","0.35569434484441437","0.3614112029070401","0.3614112029070401","0.3614112029070401"
"92","0.3885991369901405","0.3885991369901405","0.3885991369901405","0.7763654939466493","0.7763654939466493","0.7763654939466493","0.34711141328788386","0.34711141328788386","0.34711141328788386","0.3536771374189675","0.3536771374189675","0.3536771374189675"
"93","0.4070678497377039","0.4070678497377039","0.4070678497377039","0.7405016681129994","0.7405016681129994","0.7405016681129994","0.305472424416131","0.305472424416131","0.305472424416131","0.3898917963277772","0.3898917963277772","0.3898917963277772"
"94","0.40991679957284743","0.40991679957284743","0.40991679957284743","0.7324774694751754","0.7324774694751754","0.7324774694751754","0.31329784589588516","0.31329784589588516","0.31329784589588516","0.3850093645728321","0.3850093645728321","0.3850093645728321"
"95","0.41880909603660466","0.41880909603660466","0.41880909603660466","0.7299120000645565","0.7299120000645565","0.7299120000645565","0.31962334455160857","0.31962334455160857","0.31962334455160857","0.4127883860019786","0.4127883860019786","0.4127883860019786"
"96","0.4198807986169279","0.4198807986169279","0.4198807986169279","0.729568934981387","0.729568934981387","0.729568934981387","0.32331873548407025","0.32331873548407025","0.32331873548407025","0.3985183833763096","0.3985183833763096","0.3985183833763096"
"97","0.4369895079212613","0.4369895079212613","0.4369895079212613","0.7212039099611802","0.7212039099611802","0.7212039099611802","0.31470274627824274","0.31470274627824274","0.31470274627824274","0.40387519343238504","0.40387519343238504","0.40387519343238504"
"98","0.4399505073409244","0.4399505073409244","0.4399505073409244","0.7135796786371514","0.7135796786371514","0.7135796786371514","0.3074917252477165","0.3074917252477165","0.3074917252477165","0.39536590387047577","0.39536590387047577","0.39536590387047577"
"99","0.4361003524346149","0.4361003524346149","0.4361003524346149","0.7238497200812717","0.7238497200812717","0.7238497200812717","0.3276096810843062","0.3276096810843062","0.3276096810843062","0.3898400563393232","0.3898400563393232","0.3898400563393232"
"100","0.3944494251026994","0.3944494251026994","0.3944494251026994","0.7299157074933172","0.7299157074933172","0.7299157074933172","0.3256549950994395","0.3256549950994395","0.3256549950994395","0.3613464268031338","0.3613464268031338","0.3613464268031338"
