"Step","e100-yolov5m-random-init-gtsrb F1-Score","e100-yolov5m-random-init-gtsrb F1-Score__MIN","e100-yolov5m-random-init-gtsrb F1-Score__MAX","e100-yolov5m-coco-transfer-gtsrb F1-Score","e100-yolov5m-coco-transfer-gtsrb F1-Score__MIN","e100-yolov5m-coco-transfer-gtsrb F1-Score__MAX"
"86","0.9590335123761239","0.9588423863636121","0.9592246383886357","0.951347350499501","0.9495678157232419","0.9531268852757602"
"87","0.9589716340493109","0.9584357086770334","0.9595075594215882","0.9512949007917408","0.9496097550373255","0.9529800465461561"
"88","0.9586452562119963","0.9582425325882136","0.9590479798357788","0.9516744003219861","0.9510694711478072","0.9522793294961651"
"89","0.9581758770851421","0.9570773946692582","0.959274359501026","0.9520740414798862","0.9515334021910936","0.9526146807686787"
"90","0.958055041245361","0.9559003640988135","0.9602097183919086","0.9519391288007357","0.9499504848195426","0.9539277727819288"
"91","0.9579692279908246","0.9561551257234899","0.9597833302581593","0.9520384648016718","0.9508081547438735","0.9532687748594699"
"92","0.9583015918813049","0.9530372390145515","0.9635659447480583","0.9522318911868236","0.9505325808403867","0.9539312015332605"
"93","0.957363165140588","0.9541438536466541","0.9605824766345218","0.9523577964389354","0.9515963310045862","0.9531192618732844"
"94","0.9575033388666678","0.9555958721889987","0.9594108055443371","0.952188767471863","0.9503210307510537","0.9540565041926723"
"95","0.9576162496045855","0.9553253519864366","0.9599071472227342","0.9524484162993012","0.9509823351686999","0.9539144974299025"
"96","0.9572640703152415","0.9552883389698887","0.9592398016605944","0.9521761999223624","0.9486659383981206","0.9556864614466041"
"97","0.9573134647433219","0.955431948525782","0.9591949809608618","0.9522718740110817","0.9476503830500335","0.95689336497213"
"98","0.9566312997377439","0.9553096300052544","0.9579529694702333","0.9531564275429354","0.9491335657417536","0.9571792893441171"
"99","0.9562463901371816","0.9542650681667519","0.9582277121076113","0.9533283261045636","0.9504786052731229","0.9561780469360044"
"100","0.956262599082887","0.9542675350733668","0.9582576630924072","0.9527758969703262","0.9513268521962203","0.9542249417444322"
