"Step","e100-yolov5m-random-init-gtsdb - metrics/mAP_0.5","e100-yolov5m-random-init-gtsdb - metrics/mAP_0.5__MIN","e100-yolov5m-random-init-gtsdb - metrics/mAP_0.5__MAX","e100-yolov5m-gtsrb-transfer-gtsdb - metrics/mAP_0.5","e100-yolov5m-gtsrb-transfer-gtsdb - metrics/mAP_0.5__MIN","e100-yolov5m-gtsrb-transfer-gtsdb - metrics/mAP_0.5__MAX","e100-yolov5s-coco-transfer-gtsdb - metrics/mAP_0.5","e100-yolov5s-coco-transfer-gtsdb - metrics/mAP_0.5__MIN","e100-yolov5s-coco-transfer-gtsdb - metrics/mAP_0.5__MAX","e100-yolov5m-coco-transfer-gtsdb - metrics/mAP_0.5","e100-yolov5m-coco-transfer-gtsdb - metrics/mAP_0.5__MIN","e100-yolov5m-coco-transfer-gtsdb - metrics/mAP_0.5__MAX"
"10","0","0","0","0.7007716963092555","0.7007716963092555","0.7007716963092555","0.11706038447596652","0.11706038447596652","0.11706038447596652","0.09933699945293839","0.09933699945293839","0.09933699945293839"
"11","0","0","0","0.6664621123404978","0.6664621123404978","0.6664621123404978","0.12212045150952422","0.12212045150952422","0.12212045150952422","0.09398583987108532","0.09398583987108532","0.09398583987108532"
"12","0","0","0","0.7096186935550746","0.7096186935550746","0.7096186935550746","0.09004186898735406","0.09004186898735406","0.09004186898735406","0.12335743356627062","0.12335743356627062","0.12335743356627062"
"13","0","0","0","0.669488099616285","0.669488099616285","0.669488099616285","0.09076046863524595","0.09076046863524595","0.09076046863524595","0.14630052901064627","0.14630052901064627","0.14630052901064627"
"14","0","0","0","0.669228756091724","0.669228756091724","0.669228756091724","0.09099022926705286","0.09099022926705286","0.09099022926705286","0.17147008985701234","0.17147008985701234","0.17147008985701234"
"15","0.0026002898128594247","0.0026002898128594247","0.0026002898128594247","0.660333050792647","0.660333050792647","0.660333050792647","0.0972223468303649","0.0972223468303649","0.0972223468303649","0.1736023754439674","0.1736023754439674","0.1736023754439674"
"16","0.004921536849290278","0.004921536849290278","0.004921536849290278","0.6985129999167012","0.6985129999167012","0.6985129999167012","0.13825671914109638","0.13825671914109638","0.13825671914109638","0.1477236100405002","0.1477236100405002","0.1477236100405002"
"17","0.009288511501207141","0.009288511501207141","0.009288511501207141","0.6940906243279195","0.6940906243279195","0.6940906243279195","0.1378405859501616","0.1378405859501616","0.1378405859501616","0.16321167146831184","0.16321167146831184","0.16321167146831184"
"18","0.010025126669614028","0.010025126669614028","0.010025126669614028","0.6816964082202607","0.6816964082202607","0.6816964082202607","0.1552498053877949","0.1552498053877949","0.1552498053877949","0.17117240225850935","0.17117240225850935","0.17117240225850935"
"19","0.007875872474794626","0.007875872474794626","0.007875872474794626","0.7246854841176956","0.7246854841176956","0.7246854841176956","0.17908101973332266","0.17908101973332266","0.17908101973332266","0.18890148501445445","0.18890148501445445","0.18890148501445445"
"20","0.038604303550777486","0.038604303550777486","0.038604303550777486","0.7441872449928125","0.7441872449928125","0.7441872449928125","0.16205764014203783","0.16205764014203783","0.16205764014203783","0.20198911084996024","0.20198911084996024","0.20198911084996024"
"21","0.038775942119320686","0.038775942119320686","0.038775942119320686","0.7640390582864458","0.7640390582864458","0.7640390582864458","0.15473449880849272","0.15473449880849272","0.15473449880849272","0.19365509850446888","0.19365509850446888","0.19365509850446888"
"22","0.018535700296455924","0.018535700296455924","0.018535700296455924","0.7235477239754715","0.7235477239754715","0.7235477239754715","0.16381983378539977","0.16381983378539977","0.16381983378539977","0.18546240802455075","0.18546240802455075","0.18546240802455075"
"23","0.04468074581023322","0.04468074581023322","0.04468074581023322","0.7146670589824322","0.7146670589824322","0.7146670589824322","0.16293437594555535","0.16293437594555535","0.16293437594555535","0.18748148973933101","0.18748148973933101","0.18748148973933101"
"24","0.030834349061196552","0.030834349061196552","0.030834349061196552","0.6965153444289461","0.6965153444289461","0.6965153444289461","0.15455001819403624","0.15455001819403624","0.15455001819403624","0.20821593743709793","0.20821593743709793","0.20821593743709793"
"25","0.0398857419702787","0.0398857419702787","0.0398857419702787","0.7476981101463842","0.7476981101463842","0.7476981101463842","0.16844306984128016","0.16844306984128016","0.16844306984128016","0.22084621608069713","0.22084621608069713","0.22084621608069713"
"26","0.028315458284212038","0.028315458284212038","0.028315458284212038","0.7456324767325251","0.7456324767325251","0.7456324767325251","0.16135963682478896","0.16135963682478896","0.16135963682478896","0.21316507623362796","0.21316507623362796","0.21316507623362796"
"27","0.037550899951947235","0.037550899951947235","0.037550899951947235","0.7776551997196272","0.7776551997196272","0.7776551997196272","0.17730380457582107","0.17730380457582107","0.17730380457582107","0.2072305812024673","0.2072305812024673","0.2072305812024673"
"28","0.04016213428702552","0.04016213428702552","0.04016213428702552","0.7579529116078985","0.7579529116078985","0.7579529116078985","0.18895233010861784","0.18895233010861784","0.18895233010861784","0.21861941894828424","0.21861941894828424","0.21861941894828424"
"29","0.04279911348582696","0.04279911348582696","0.04279911348582696","0.7282779288955689","0.7282779288955689","0.7282779288955689","0.17787718844611827","0.17787718844611827","0.17787718844611827","0.21676323619649104","0.21676323619649104","0.21676323619649104"
"30","0.03784307150220265","0.03784307150220265","0.03784307150220265","0.7466044924928623","0.7466044924928623","0.7466044924928623","0.18699566525447953","0.18699566525447953","0.18699566525447953","0.1939481078784466","0.1939481078784466","0.1939481078784466"
"31","0.04358931159503366","0.04358931159503366","0.04358931159503366","0.7066811608589338","0.7066811608589338","0.7066811608589338","0.17036429189126276","0.17036429189126276","0.17036429189126276","0.22123674010798453","0.22123674010798453","0.22123674010798453"
"32","0.04453207189620755","0.04453207189620755","0.04453207189620755","0.7350867137663848","0.7350867137663848","0.7350867137663848","0.1818612131656475","0.1818612131656475","0.1818612131656475","0.20806179936489566","0.20806179936489566","0.20806179936489566"
"33","0.05707195074349125","0.05707195074349125","0.05707195074349125","0.7279146268923222","0.7279146268923222","0.7279146268923222","0.18925676434522024","0.18925676434522024","0.18925676434522024","0.1941095581109629","0.1941095581109629","0.1941095581109629"
"34","0.05933087043176643","0.05933087043176643","0.05933087043176643","0.7540140322910546","0.7540140322910546","0.7540140322910546","0.1934186472296859","0.1934186472296859","0.1934186472296859","0.20063447745843627","0.20063447745843627","0.20063447745843627"
"35","0.06394080956967126","0.06394080956967126","0.06394080956967126","0.7836390032617966","0.7836390032617966","0.7836390032617966","0.19798024577194276","0.19798024577194276","0.19798024577194276","0.2457174563217775","0.2457174563217775","0.2457174563217775"
"36","0.06095038578903279","0.06095038578903279","0.06095038578903279","0.7790931604350934","0.7790931604350934","0.7790931604350934","0.19710462493676473","0.19710462493676473","0.19710462493676473","0.2400961165349664","0.2400961165349664","0.2400961165349664"
"37","0.06606003573042322","0.06606003573042322","0.06606003573042322","0.7572232101565204","0.7572232101565204","0.7572232101565204","0.19667830708170375","0.19667830708170375","0.19667830708170375","0.23416394591059897","0.23416394591059897","0.23416394591059897"
"38","0.06007038612218712","0.06007038612218712","0.06007038612218712","0.7528509436969635","0.7528509436969635","0.7528509436969635","0.196779006177179","0.196779006177179","0.196779006177179","0.2588205741542972","0.2588205741542972","0.2588205741542972"
"39","0.07349013013942911","0.07349013013942911","0.07349013013942911","0.7722509260401482","0.7722509260401482","0.7722509260401482","0.1957635445566411","0.1957635445566411","0.1957635445566411","0.26596787629776797","0.26596787629776797","0.26596787629776797"
"40","0.0774801431199787","0.0774801431199787","0.0774801431199787","0.7731356211367048","0.7731356211367048","0.7731356211367048","0.19854756791644868","0.19854756791644868","0.19854756791644868","0.26106906759413856","0.26106906759413856","0.26106906759413856"
"41","0.0817773776989919","0.0817773776989919","0.0817773776989919","0.7736105707695703","0.7736105707695703","0.7736105707695703","0.2027421029065551","0.2027421029065551","0.2027421029065551","0.27489396176962216","0.27489396176962216","0.27489396176962216"
"42","0.08472566375248614","0.08472566375248614","0.08472566375248614","0.7922148216134458","0.7922148216134458","0.7922148216134458","0.19033082218950795","0.19033082218950795","0.19033082218950795","0.2900542038391127","0.2900542038391127","0.2900542038391127"
"43","0.08735011048553608","0.08735011048553608","0.08735011048553608","0.7538511410776572","0.7538511410776572","0.7538511410776572","0.18979848270903177","0.18979848270903177","0.18979848270903177","0.28869099199280285","0.28869099199280285","0.28869099199280285"
"44","0.09145696379276033","0.09145696379276033","0.09145696379276033","0.7557482840582876","0.7557482840582876","0.7557482840582876","0.19134921251613732","0.19134921251613732","0.19134921251613732","0.2967667925660473","0.2967667925660473","0.2967667925660473"
"45","0.08907603374870812","0.08907603374870812","0.08907603374870812","0.7528066080392299","0.7528066080392299","0.7528066080392299","0.1871987658136842","0.1871987658136842","0.1871987658136842","0.2946807304305857","0.2946807304305857","0.2946807304305857"
"46","0.09169049683723883","0.09169049683723883","0.09169049683723883","0.753227994321084","0.753227994321084","0.753227994321084","0.1907525998085093","0.1907525998085093","0.1907525998085093","0.3004809200827482","0.3004809200827482","0.3004809200827482"
"47","0.09089482517313133","0.09089482517313133","0.09089482517313133","0.7483585673936649","0.7483585673936649","0.7483585673936649","0.1929791462323572","0.1929791462323572","0.1929791462323572","0.3234449307789789","0.3234449307789789","0.3234449307789789"
"48","0.09738037654193098","0.09738037654193098","0.09738037654193098","0.7710381409549312","0.7710381409549312","0.7710381409549312","0.19844476492093574","0.19844476492093574","0.19844476492093574","0.3222703058875074","0.3222703058875074","0.3222703058875074"
"49","0.09962281973201577","0.09962281973201577","0.09962281973201577","0.7766140183968007","0.7766140183968007","0.7766140183968007","0.20339533668334034","0.20339533668334034","0.20339533668334034","0.3248474873272738","0.3248474873272738","0.3248474873272738"
"50","0.10418961514366964","0.10418961514366964","0.10418961514366964","0.7843372853561714","0.7843372853561714","0.7843372853561714","0.2043160033292075","0.2043160033292075","0.2043160033292075","0.31388305110549697","0.31388305110549697","0.31388305110549697"
"51","0.11121922913204994","0.11121922913204994","0.11121922913204994","0.7806540537381635","0.7806540537381635","0.7806540537381635","0.18804335736194314","0.18804335736194314","0.18804335736194314","0.3362735839543782","0.3362735839543782","0.3362735839543782"
"52","0.11758297573646054","0.11758297573646054","0.11758297573646054","0.7864027258090375","0.7864027258090375","0.7864027258090375","0.19659842286220605","0.19659842286220605","0.19659842286220605","0.3341881314485243","0.3341881314485243","0.3341881314485243"
"53","0.12097822816995929","0.12097822816995929","0.12097822816995929","0.7980612298395114","0.7980612298395114","0.7980612298395114","0.19524079059409766","0.19524079059409766","0.19524079059409766","0.32882440852541667","0.32882440852541667","0.32882440852541667"
"54","0.1172613472500963","0.1172613472500963","0.1172613472500963","0.7983726458388997","0.7983726458388997","0.7983726458388997","0.19369860184334686","0.19369860184334686","0.19369860184334686","0.3447852497487999","0.3447852497487999","0.3447852497487999"
"55","0.11654652056574502","0.11654652056574502","0.11654652056574502","0.8054948050601387","0.8054948050601387","0.8054948050601387","0.2001475635124476","0.2001475635124476","0.2001475635124476","0.3418945674740901","0.3418945674740901","0.3418945674740901"
"56","0.10331916713917831","0.10331916713917831","0.10331916713917831","0.7716996702984068","0.7716996702984068","0.7716996702984068","0.19974745984897574","0.19974745984897574","0.19974745984897574","0.35571527707893713","0.35571527707893713","0.35571527707893713"
"57","0.11220096897501257","0.11220096897501257","0.11220096897501257","0.7656027146572649","0.7656027146572649","0.7656027146572649","0.20525073085878387","0.20525073085878387","0.20525073085878387","0.39068494466936415","0.39068494466936415","0.39068494466936415"
"58","0.11611216558978513","0.11611216558978513","0.11611216558978513","0.7867383513997183","0.7867383513997183","0.7867383513997183","0.24046418912620168","0.24046418912620168","0.24046418912620168","0.396402088597329","0.396402088597329","0.396402088597329"
"59","0.12415341190042652","0.12415341190042652","0.12415341190042652","0.7965670271222387","0.7965670271222387","0.7965670271222387","0.24073066871865817","0.24073066871865817","0.24073066871865817","0.414761180304969","0.414761180304969","0.414761180304969"
"60","0.11743566691615669","0.11743566691615669","0.11743566691615669","0.7946579567724174","0.7946579567724174","0.7946579567724174","0.22261806720333713","0.22261806720333713","0.22261806720333713","0.4200460450618017","0.4200460450618017","0.4200460450618017"
"61","0.12444438692171067","0.12444438692171067","0.12444438692171067","0.8105838676804199","0.8105838676804199","0.8105838676804199","0.22403921820478187","0.22403921820478187","0.22403921820478187","0.4294232856578982","0.4294232856578982","0.4294232856578982"
"62","0.11887521867862108","0.11887521867862108","0.11887521867862108","0.7953175307885068","0.7953175307885068","0.7953175307885068","0.22893658917892812","0.22893658917892812","0.22893658917892812","0.43448122145514306","0.43448122145514306","0.43448122145514306"
"63","0.12645591485467056","0.12645591485467056","0.12645591485467056","0.8113561052078938","0.8113561052078938","0.8113561052078938","0.22891102004133249","0.22891102004133249","0.22891102004133249","0.404360507219254","0.404360507219254","0.404360507219254"
"64","0.13322784348553046","0.13322784348553046","0.13322784348553046","0.8112432146798753","0.8112432146798753","0.8112432146798753","0.2344173494239986","0.2344173494239986","0.2344173494239986","0.41983439529770084","0.41983439529770084","0.41983439529770084"
"65","0.13814946099663203","0.13814946099663203","0.13814946099663203","0.8097165645144507","0.8097165645144507","0.8097165645144507","0.24845884262245999","0.24845884262245999","0.24845884262245999","0.4445812071089944","0.4445812071089944","0.4445812071089944"
"66","0.137620139091145","0.137620139091145","0.137620139091145","0.8036385244454637","0.8036385244454637","0.8036385244454637","0.2597696755267506","0.2597696755267506","0.2597696755267506","0.4035263187042152","0.4035263187042152","0.4035263187042152"
"67","0.1295298099711819","0.1295298099711819","0.1295298099711819","0.8141401588680683","0.8141401588680683","0.8141401588680683","0.24797607367980778","0.24797607367980778","0.24797607367980778","0.40546142701199805","0.40546142701199805","0.40546142701199805"
"68","0.13862776460123344","0.13862776460123344","0.13862776460123344","0.7919190508226579","0.7919190508226579","0.7919190508226579","0.2514663900656244","0.2514663900656244","0.2514663900656244","0.4110105734551843","0.4110105734551843","0.4110105734551843"
"69","0.15697460135569552","0.15697460135569552","0.15697460135569552","0.8191311107275414","0.8191311107275414","0.8191311107275414","0.2537677742869692","0.2537677742869692","0.2537677742869692","0.4104762860627891","0.4104762860627891","0.4104762860627891"
"70","0.1499658754752278","0.1499658754752278","0.1499658754752278","0.8243198066496341","0.8243198066496341","0.8243198066496341","0.2626384439747012","0.2626384439747012","0.2626384439747012","0.42682451908011027","0.42682451908011027","0.42682451908011027"
"71","0.16176369867829243","0.16176369867829243","0.16176369867829243","0.8235319159957145","0.8235319159957145","0.8235319159957145","0.2652251706654823","0.2652251706654823","0.2652251706654823","0.43327079183125505","0.43327079183125505","0.43327079183125505"
"72","0.16399226434128203","0.16399226434128203","0.16399226434128203","0.8213958440655889","0.8213958440655889","0.8213958440655889","0.26387275073664485","0.26387275073664485","0.26387275073664485","0.4224415478771728","0.4224415478771728","0.4224415478771728"
"73","0.16656949095799686","0.16656949095799686","0.16656949095799686","0.823235884972265","0.823235884972265","0.823235884972265","0.2734761764715538","0.2734761764715538","0.2734761764715538","0.4345982630006042","0.4345982630006042","0.4345982630006042"
"74","0.1706468193983398","0.1706468193983398","0.1706468193983398","0.8212696151722957","0.8212696151722957","0.8212696151722957","0.27159003601482623","0.27159003601482623","0.27159003601482623","0.4308623254004667","0.4308623254004667","0.4308623254004667"
"75","0.1754050166947185","0.1754050166947185","0.1754050166947185","0.8107800489878967","0.8107800489878967","0.8107800489878967","0.28080018198216605","0.28080018198216605","0.28080018198216605","0.43487925637573305","0.43487925637573305","0.43487925637573305"
"76","0.17367771261087983","0.17367771261087983","0.17367771261087983","0.8047694590326863","0.8047694590326863","0.8047694590326863","0.2959880817013778","0.2959880817013778","0.2959880817013778","0.43076153454739075","0.43076153454739075","0.43076153454739075"
"77","0.18272176063344836","0.18272176063344836","0.18272176063344836","0.8029943848510352","0.8029943848510352","0.8029943848510352","0.29498175485719486","0.29498175485719486","0.29498175485719486","0.42148663629413846","0.42148663629413846","0.42148663629413846"
"78","0.16456629255074245","0.16456629255074245","0.16456629255074245","0.8009373477551378","0.8009373477551378","0.8009373477551378","0.2899110977928086","0.2899110977928086","0.2899110977928086","0.41303311340575277","0.41303311340575277","0.41303311340575277"
"79","0.17773564554005747","0.17773564554005747","0.17773564554005747","0.795244662008403","0.795244662008403","0.795244662008403","0.29541939646352855","0.29541939646352855","0.29541939646352855","0.40922187189239395","0.40922187189239395","0.40922187189239395"
"80","0.18475881953098752","0.18475881953098752","0.18475881953098752","0.8020055945781455","0.8020055945781455","0.8020055945781455","0.29944511681992103","0.29944511681992103","0.29944511681992103","0.4164988578179161","0.4164988578179161","0.4164988578179161"
"81","0.1866360513020738","0.1866360513020738","0.1866360513020738","0.7918497960330924","0.7918497960330924","0.7918497960330924","0.31236682206510247","0.31236682206510247","0.31236682206510247","0.42154409931605397","0.42154409931605397","0.42154409931605397"
"82","0.1906800745423272","0.1906800745423272","0.1906800745423272","0.7989386814918968","0.7989386814918968","0.7989386814918968","0.31824929559556153","0.31824929559556153","0.31824929559556153","0.42632461907536984","0.42632461907536984","0.42632461907536984"
"83","0.18962205114210673","0.18962205114210673","0.18962205114210673","0.8184174346662016","0.8184174346662016","0.8184174346662016","0.3157644949415577","0.3157644949415577","0.3157644949415577","0.42500347786093756","0.42500347786093756","0.42500347786093756"
"84","0.19569883925442547","0.19569883925442547","0.19569883925442547","0.8124298389300385","0.8124298389300385","0.8124298389300385","0.30640048464678765","0.30640048464678765","0.30640048464678765","0.41650047789679434","0.41650047789679434","0.41650047789679434"
"85","0.1915973341461837","0.1915973341461837","0.1915973341461837","0.8100279773973896","0.8100279773973896","0.8100279773973896","0.30691441585395596","0.30691441585395596","0.30691441585395596","0.40278756834652096","0.40278756834652096","0.40278756834652096"
"86","0.18957973786503537","0.18957973786503537","0.18957973786503537","0.8197060117072132","0.8197060117072132","0.8197060117072132","0.30659684832582496","0.30659684832582496","0.30659684832582496","0.4022520233157307","0.4022520233157307","0.4022520233157307"
"87","0.19095358630367362","0.19095358630367362","0.19095358630367362","0.8209369841215068","0.8209369841215068","0.8209369841215068","0.3101375419448962","0.3101375419448962","0.3101375419448962","0.40314027740309055","0.40314027740309055","0.40314027740309055"
"88","0.18825148681272172","0.18825148681272172","0.18825148681272172","0.8205969573539735","0.8205969573539735","0.8205969573539735","0.3139408413722728","0.3139408413722728","0.3139408413722728","0.42087317611006975","0.42087317611006975","0.42087317611006975"
"89","0.2032908896413449","0.2032908896413449","0.2032908896413449","0.8216746623359398","0.8216746623359398","0.8216746623359398","0.31390795873570804","0.31390795873570804","0.31390795873570804","0.4310053300233151","0.4310053300233151","0.4310053300233151"
"90","0.22698743325044285","0.22698743325044285","0.22698743325044285","0.8157599119594431","0.8157599119594431","0.8157599119594431","0.3138394514261003","0.3138394514261003","0.3138394514261003","0.41629185325278445","0.41629185325278445","0.41629185325278445"
"91","0.220980431029599","0.220980431029599","0.220980431029599","0.8216448280534989","0.8216448280534989","0.8216448280534989","0.31690594434581026","0.31690594434581026","0.31690594434581026","0.43812935007640913","0.43812935007640913","0.43812935007640913"
"92","0.1983264404019447","0.1983264404019447","0.1983264404019447","0.8292528209145633","0.8292528209145633","0.8292528209145633","0.31740966495123185","0.31740966495123185","0.31740966495123185","0.4350214200774841","0.4350214200774841","0.4350214200774841"
"93","0.1945006461177857","0.1945006461177857","0.1945006461177857","0.8251307044288347","0.8251307044288347","0.8251307044288347","0.32328090866516","0.32328090866516","0.32328090866516","0.43175068114520265","0.43175068114520265","0.43175068114520265"
"94","0.1933674643109471","0.1933674643109471","0.1933674643109471","0.8270483945834429","0.8270483945834429","0.8270483945834429","0.32734189085346593","0.32734189085346593","0.32734189085346593","0.43021887693504557","0.43021887693504557","0.43021887693504557"
"95","0.19336485605632492","0.19336485605632492","0.19336485605632492","0.8339697957667586","0.8339697957667586","0.8339697957667586","0.3275125605798708","0.3275125605798708","0.3275125605798708","0.42432282724981873","0.42432282724981873","0.42432282724981873"
"96","0.18645013773277172","0.18645013773277172","0.18645013773277172","0.8318913404476147","0.8318913404476147","0.8318913404476147","0.32606090512415753","0.32606090512415753","0.32606090512415753","0.419555598001233","0.419555598001233","0.419555598001233"
"97","0.18284519946950104","0.18284519946950104","0.18284519946950104","0.8265867257780224","0.8265867257780224","0.8265867257780224","0.33085810197382726","0.33085810197382726","0.33085810197382726","0.41842755812431576","0.41842755812431576","0.41842755812431576"
"98","0.19083473108385052","0.19083473108385052","0.19083473108385052","0.8297999628002899","0.8297999628002899","0.8297999628002899","0.32793371558665657","0.32793371558665657","0.32793371558665657","0.42807329977862324","0.42807329977862324","0.42807329977862324"
"99","0.19713935273948818","0.19713935273948818","0.19713935273948818","0.8236514429971384","0.8236514429971384","0.8236514429971384","0.33186474957170947","0.33186474957170947","0.33186474957170947","0.43625680049139404","0.43625680049139404","0.43625680049139404"
"100","0.22692242832902831","0.22692242832902831","0.22692242832902831","0.8338570506687194","0.8338570506687194","0.8338570506687194","0.3313218193188434","0.3313218193188434","0.3313218193188434","0.43995403187895465","0.43995403187895465","0.43995403187895465"
