,images,labels,p,r,map50,map
all,120.0,180.0,0.3861168379551721,0.2922123907967338,0.255578543808798,0.18920484499920331
Geschwindigkeitsbegrenzung 20 km/h,120.0,2.0,1.0,0.0,0.0,0.0
Geschwindigkeitsbegrenzung 30 km/h,120.0,6.0,0.03847728565925024,0.03847728565925024,0.07473333333333335,0.053438666666666676
Geschwindigkeitsbegrenzung 50 km/h,120.0,12.0,0.2544496902799679,0.16666666666666666,0.13514367816091954,0.11449110344827587
Geschwindigkeitsbegrenzung 60 km/h,120.0,6.0,0.14803537310389514,0.16666666666666666,0.17662,0.158958
Geschwindigkeitsbegrenzung 70 km/h,120.0,6.0,0.22662226647733894,0.5,0.40212500000000007,0.31657910000000006
Geschwindigkeitsbegrenzung 80 km/h,120.0,7.0,0.07751036344063737,0.14285714285714285,0.07332640649920255,0.03518622326555024
Geschwindigkeitsbegrenzung aufgehoben,120.0,4.0,1.0,0.0,0.0,0.0
Geschwindigkeitsbegrenzung 100 km/h,120.0,13.0,0.5740527974260325,0.38461538461538464,0.47129419913419923,0.3461867561327562
Geschwindigkeitsbegrenzung 120 km/h,120.0,17.0,0.2852901921529372,0.35224266942836724,0.20787501742160278,0.14608222237112478
Überholverbot,120.0,4.0,0.0,0.0,0.0,0.0
Überholverbot für LKW,120.0,16.0,0.1242473898835222,0.1875,0.17214285714285713,0.14949673469387753
Vorfahrt,120.0,3.0,0.18363776317571698,0.3333333333333333,0.1614657894736842,0.10167045454545454
Vorfahrtsstraße,120.0,13.0,0.6866305869705128,0.38461538461538464,0.44409375,0.3455009166666667
Vorfahrt gewähren,120.0,11.0,0.6673218324934072,0.18181818181818182,0.2597064285714286,0.19279600000000002
Stopschild,120.0,7.0,0.43783477439391416,0.2857142857142857,0.332712,0.31678357777777777
Verbot für Fahrzeuge aller Art,120.0,1.0,0.06815532534944088,1.0,0.33166666666666667,0.2985
Verbot der Einfahrt,120.0,5.0,1.0,0.0,0.0,0.0
Gefahrstelle,120.0,8.0,0.4825635373683422,0.375,0.421872,0.33829782857142854
Kurve links,120.0,1.0,0.2747367015333376,1.0,0.4975,0.398
Kurve rechts,120.0,1.0,0.0,0.0,0.0,0.0
Unebene Fahrbahn,120.0,3.0,0.6050462111068171,0.6666666666666666,0.8064285714285717,0.551759642857143
Schleudergefahr,120.0,4.0,0.20066807826381455,0.25,0.10541666666666666,0.094875
Baustelle,120.0,2.0,0.0,0.0,0.0,0.0
Lichtzeichenanlage,120.0,2.0,0.0,0.0,0.0,0.0
Fußgängerüberweg,120.0,2.0,1.0,0.0,0.0,0.0
spielende Kinder,120.0,1.0,0.0,0.0,0.0,0.0
Schnee- und Eisglätte,120.0,2.0,0.3900866124340303,1.0,0.995,0.6996428571428572
Alle Streckenverbote aufgehoben,120.0,1.0,0.9538688486056907,1.0,0.995,0.49749999999999994
Vorgeschriebene Fahrtrichtung rechts,120.0,3.0,0.23226265064700954,0.3333333333333333,0.355728125,0.3201553125
Vorgeschriebene Fahrtrichtung links,120.0,2.0,0.2617883248768371,0.5,0.5091666666666667,0.45824999999999994
Vorgeschriebene Fahrtrichtung geradeaus,120.0,5.0,0.6681278763091856,0.4,0.44583333333333336,0.24695833333333334
Vorgeschriebene Fahrtrichtung geradeaus oder rechts,120.0,2.0,0.0,0.0,0.0,0.0
Rechts vorbei,120.0,7.0,0.2865580085242143,0.2857142857142857,0.31482,0.25185599999999997
Überholverbot aufgehoben,120.0,1.0,1.0,0.0,0.0,0.0
