               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  51,            0.046392,           0.0071777,             0.01595,             0.69932,             0.26926,             0.42308,              0.2808,            0.041178,           0.0077883,            0.043136,              0.0055,              0.0055,              0.0055
                  52,            0.045141,           0.0071114,            0.015967,             0.64447,             0.28733,             0.41106,             0.26512,            0.042841,           0.0079595,            0.045946,           0.0053587,           0.0053587,           0.0053587
                  53,            0.042053,           0.0070133,            0.015374,              0.3642,              0.4484,             0.41272,             0.29757,            0.039663,            0.008047,            0.045431,           0.0052174,           0.0052174,           0.0052174
                  54,            0.047173,           0.0064962,            0.013798,             0.30395,             0.59151,             0.44011,             0.27746,            0.041566,           0.0083942,            0.045178,           0.0050765,           0.0050765,           0.0050765
                  55,            0.044626,            0.006351,            0.015007,             0.65262,             0.28603,             0.42248,             0.29434,            0.037338,           0.0081274,             0.04486,            0.004936,            0.004936,            0.004936
                  56,            0.043181,            0.006617,            0.015926,             0.66196,             0.34451,             0.47884,             0.31877,            0.036909,           0.0078342,            0.044261,            0.004796,            0.004796,            0.004796
                  57,            0.040808,             0.00667,            0.012966,             0.66328,             0.36043,             0.44528,             0.30327,            0.036895,           0.0077522,            0.046002,           0.0046568,           0.0046568,           0.0046568
                  58,            0.043063,           0.0064418,            0.013497,             0.54881,              0.4115,             0.45336,              0.3191,             0.03671,           0.0077911,            0.048423,           0.0045184,           0.0045184,           0.0045184
                  59,            0.042446,           0.0063938,            0.011628,             0.63884,             0.36076,             0.43279,             0.29704,            0.037775,           0.0078163,            0.048022,           0.0043809,           0.0043809,           0.0043809
                  60,            0.039231,           0.0058731,            0.012136,             0.59803,              0.3373,             0.41559,             0.30129,            0.036161,           0.0074543,            0.047839,           0.0042445,           0.0042445,           0.0042445
                  61,            0.038176,           0.0059631,             0.01138,             0.50421,             0.40677,             0.40653,             0.27352,            0.035876,           0.0074362,            0.049611,           0.0041094,           0.0041094,           0.0041094
                  62,            0.040136,           0.0060898,            0.011109,             0.46783,             0.45729,             0.42864,             0.31791,            0.035398,           0.0074687,            0.050356,           0.0039757,           0.0039757,           0.0039757
                  63,            0.041239,           0.0063606,            0.013133,              0.4575,             0.44613,             0.45174,             0.31461,            0.036686,           0.0075833,            0.049145,           0.0038434,           0.0038434,           0.0038434
                  64,            0.038264,           0.0060849,            0.010206,             0.48579,             0.43376,             0.44639,             0.31494,            0.037425,           0.0076006,             0.04655,           0.0037128,           0.0037128,           0.0037128
                  65,            0.038236,           0.0063549,            0.011565,             0.63468,             0.33659,             0.43488,             0.31661,            0.032572,           0.0076311,            0.044826,            0.003584,            0.003584,            0.003584
                  66,            0.036191,           0.0061955,            0.010556,             0.54034,             0.40711,             0.44561,             0.31125,            0.033077,           0.0075581,             0.04385,            0.003457,            0.003457,            0.003457
                  67,            0.037579,           0.0056499,            0.010379,             0.62201,             0.38978,             0.44905,             0.32112,            0.032166,           0.0075417,            0.042953,           0.0033321,           0.0033321,           0.0033321
                  68,             0.03677,           0.0052015,           0.0095215,             0.43782,             0.47857,             0.45448,             0.31514,            0.033036,           0.0075508,            0.042958,           0.0032093,           0.0032093,           0.0032093
                  69,            0.036016,           0.0057662,            0.008964,             0.63182,             0.40152,             0.49817,             0.35754,            0.031682,           0.0075639,            0.042192,           0.0030888,           0.0030888,           0.0030888
                  70,            0.036764,           0.0057828,            0.010319,             0.56013,             0.42531,             0.49021,             0.34024,            0.033542,           0.0076691,            0.042339,           0.0029706,           0.0029706,           0.0029706
                  71,            0.035114,           0.0057447,            0.008953,              0.6603,             0.40608,             0.49661,             0.37629,             0.03081,           0.0075359,            0.041931,            0.002855,            0.002855,            0.002855
