,images,labels,p,r,map50,map
all,120.0,180.0,0.8998307567941773,0.7152013589696056,0.870401189641579,0.7340491439298947
Geschwindigkeitsbegrenzung 20 km/h,120.0,2.0,1.0,0.9934434434434438,0.995,0.8955
Geschwindigkeitsbegrenzung 30 km/h,120.0,6.0,0.8414677303566191,0.8333333333333334,0.9721428571428571,0.8759169674185463
Geschwindigkeitsbegrenzung 50 km/h,120.0,12.0,0.9608705655217282,0.5,0.8424013157894735,0.739800705331765
Geschwindigkeitsbegrenzung 60 km/h,120.0,6.0,1.0,0.6810757181750232,0.9309999999999999,0.768987746835443
Geschwindigkeitsbegrenzung 70 km/h,120.0,6.0,0.5506342436980829,0.8333333333333334,0.864090909090909,0.7895742566287879
Geschwindigkeitsbegrenzung 80 km/h,120.0,7.0,0.6604160660235426,1.0,0.8709999999999999,0.7429467757936508
Geschwindigkeitsbegrenzung aufgehoben,120.0,4.0,1.0,0.2774882042659268,0.5889716312056736,0.47095582151300225
Geschwindigkeitsbegrenzung 100 km/h,120.0,13.0,0.7373940272490995,0.15384615384615385,0.5569523809523811,0.42716070867026057
Geschwindigkeitsbegrenzung 120 km/h,120.0,17.0,0.8116663504463068,0.8235294117647058,0.8554509998148857,0.7208344504345991
Überholverbot,120.0,4.0,0.7878242226901231,1.0,0.995,0.6842787356321839
Überholverbot für LKW,120.0,16.0,1.0,0.9431094804481901,0.995,0.8230674560129136
Vorfahrt,120.0,3.0,0.978000760676708,0.6666666666666666,0.9125000000000002,0.7967550000000002
Vorfahrtsstraße,120.0,13.0,1.0,0.8720052134686281,0.995,0.8008792513759648
Vorfahrt gewähren,120.0,11.0,0.9879586892165508,1.0,0.995,0.8690968214285715
Stopschild,120.0,7.0,0.9883178988211427,1.0,0.995,0.9075383717105263
Verbot für Fahrzeuge aller Art,120.0,1.0,0.8631957344710622,1.0,0.995,0.9949999999999999
Verbot der Einfahrt,120.0,5.0,1.0,0.8561278320120764,0.995,0.8556548387096775
Gefahrstelle,120.0,8.0,1.0,0.795530055779252,0.9550000000000001,0.8513311221532092
Kurve links,120.0,1.0,1.0,0.0,0.33166666666666667,0.2653333333333333
Kurve rechts,120.0,1.0,0.7478522363699815,1.0,0.995,0.597
Unebene Fahrbahn,120.0,3.0,0.9870695152746435,1.0,0.995,0.9124725838926174
Schleudergefahr,120.0,4.0,0.9238852378948997,0.5,0.8491666666666666,0.687728710462287
Baustelle,120.0,2.0,0.47676806685124024,0.5,0.37250000000000005,0.33525000000000005
Lichtzeichenanlage,120.0,2.0,0.9783292328473051,0.5,0.7450000000000001,0.6456655844155845
Fußgängerüberweg,120.0,2.0,0.9937883192151208,0.5,0.7450000000000001,0.6705000000000001
spielende Kinder,120.0,1.0,0.946830686668085,1.0,0.995,0.796
Schnee- und Eisglätte,120.0,2.0,1.0,0.6082536675377839,0.995,0.8955
Alle Streckenverbote aufgehoben,120.0,1.0,1.0,0.0,0.995,0.6965
Vorgeschriebene Fahrtrichtung rechts,120.0,3.0,0.7376045948861483,1.0,0.995,0.85173375
Vorgeschriebene Fahrtrichtung links,120.0,2.0,0.9784034354730639,0.5,0.595,0.4811166666666667
Vorgeschriebene Fahrtrichtung geradeaus,120.0,5.0,1.0,0.6412939966994022,0.995,0.7912424242424243
Vorgeschriebene Fahrtrichtung geradeaus oder rechts,120.0,2.0,0.9217323131492573,0.5,0.8283333333333331,0.6791899766899766
Rechts vorbei,120.0,7.0,1.0,0.8378096941926729,0.8574636871508379,0.741658834264432
Überholverbot aufgehoben,120.0,1.0,0.7342358032013203,1.0,0.995,0.8955
