,images,labels,p,r,map50,map
all,120.0,180.0,0.7952707099191315,0.6155914365902825,0.709388585765427,0.5603265598214237
Geschwindigkeitsbegrenzung 20 km/h,120.0,2.0,0.8231638903394629,0.5,0.4971074380165289,0.447396694214876
Geschwindigkeitsbegrenzung 30 km/h,120.0,6.0,0.9411789408238452,0.8333333333333334,0.8378531468531469,0.7880316783216784
Geschwindigkeitsbegrenzung 50 km/h,120.0,12.0,0.9241345016128462,0.5,0.7381192503502376,0.6260509876452212
Geschwindigkeitsbegrenzung 60 km/h,120.0,6.0,0.9170068925565847,0.6666666666666666,0.8099047619047619,0.6153633333333334
Geschwindigkeitsbegrenzung 70 km/h,120.0,6.0,0.48970822674526376,0.8024580135691246,0.681,0.613604206451613
Geschwindigkeitsbegrenzung 80 km/h,120.0,7.0,0.9380166728951352,0.8571428571428571,0.9366666666666668,0.8164038947368422
Geschwindigkeitsbegrenzung aufgehoben,120.0,4.0,0.6164861416002968,0.5,0.5646212121212121,0.40511363636363634
Geschwindigkeitsbegrenzung 100 km/h,120.0,13.0,0.7690874545638114,0.5143960280228623,0.7163659147869675,0.53843305371383
Geschwindigkeitsbegrenzung 120 km/h,120.0,17.0,0.6185697451520237,0.5294117647058824,0.537272865374904,0.4632581437911266
Überholverbot,120.0,4.0,0.7434092660435372,0.75,0.7553092783505155,0.6003060702184413
Überholverbot für LKW,120.0,16.0,1.0,0.600805165630747,0.8251957805907172,0.5544636735753697
Vorfahrt,120.0,3.0,0.8556014755507746,0.6666666666666666,0.863,0.6160137500000001
Vorfahrtsstraße,120.0,13.0,0.9664311997343672,0.9230769230769231,0.9278180645161291,0.7833143688032399
Vorfahrt gewähren,120.0,11.0,0.8796632284985031,0.8181818181818182,0.8354917703733441,0.6989375219361128
Stopschild,120.0,7.0,0.738593741823716,0.8571428571428571,0.8584724409448818,0.7501106692913385
Verbot für Fahrzeuge aller Art,120.0,1.0,0.8161342661432853,1.0,0.995,0.8955
Verbot der Einfahrt,120.0,5.0,0.7877406242099526,0.2,0.20380314960629922,0.14266220472440944
Gefahrstelle,120.0,8.0,1.0,0.5619519672694883,0.6394667097608274,0.5512517798504016
Kurve links,120.0,1.0,0.7900086868477674,1.0,0.995,0.796
Kurve rechts,120.0,1.0,1.0,0.0,0.995,0.199
Unebene Fahrbahn,120.0,3.0,0.7895817498491806,0.6666666666666666,0.9125000000000002,0.7975621186440679
Schleudergefahr,120.0,4.0,0.6754456868582622,0.5263370605747867,0.7628571428571426,0.6379492753623186
Baustelle,120.0,2.0,1.0,0.0,0.0,0.0
Lichtzeichenanlage,120.0,2.0,0.8330431726362869,1.0,0.995,0.5968469387755102
Fußgängerüberweg,120.0,2.0,1.0,0.0,0.0,0.0
spielende Kinder,120.0,1.0,0.33327426567144186,1.0,0.33166666666666667,0.199
Schnee- und Eisglätte,120.0,2.0,0.0,0.0,0.02030612244897959,0.00523600709849157
Alle Streckenverbote aufgehoben,120.0,1.0,1.0,0.0,0.995,0.8955
Vorgeschriebene Fahrtrichtung rechts,120.0,3.0,0.5915984272791784,0.6666666666666666,0.6676714285714285,0.6016635714285714
Vorgeschriebene Fahrtrichtung links,120.0,2.0,0.8300619417295906,0.5,0.6199999999999999,0.5644258177570093
Vorgeschriebene Fahrtrichtung geradeaus,120.0,5.0,0.914198643087532,1.0,0.995,0.7871863636363636
Vorgeschriebene Fahrtrichtung geradeaus oder rechts,120.0,2.0,0.8960485382687566,1.0,0.995,0.7461071428571429
Rechts vorbei,120.0,7.0,1.0,0.4892043887522558,0.616742105263158,0.4229101313974592
Überholverbot aufgehoben,120.0,1.0,0.5610167567290666,1.0,0.995,0.8955
