,images,labels,p,r,map50,map
all,120.0,180.0,0.5465345619474847,0.33251458132010603,0.33872087777505283,0.23530933417681849
Geschwindigkeitsbegrenzung 20 km/h,120.0,2.0,0.2916162829496163,0.5,0.5138679245283021,0.45669258295380627
Geschwindigkeitsbegrenzung 30 km/h,120.0,6.0,0.5252127974475604,0.5,0.6048447439353098,0.5490945103324348
Geschwindigkeitsbegrenzung 50 km/h,120.0,12.0,0.1362464531306676,0.25,0.177258064516129,0.15986375757575755
Geschwindigkeitsbegrenzung 60 km/h,120.0,6.0,0.1536977779277574,0.3333333333333333,0.2048929710422248,0.1235974410001276
Geschwindigkeitsbegrenzung 70 km/h,120.0,6.0,1.0,0.0,0.02609996200607903,0.021848811242093157
Geschwindigkeitsbegrenzung 80 km/h,120.0,7.0,0.24907298389921984,0.2857142857142857,0.24857083333333335,0.21008282716049384
Geschwindigkeitsbegrenzung aufgehoben,120.0,4.0,1.0,0.0,0.0,0.0
Geschwindigkeitsbegrenzung 100 km/h,120.0,13.0,0.5376307531740819,0.1827928870569861,0.3170134502923977,0.24886567898913955
Geschwindigkeitsbegrenzung 120 km/h,120.0,17.0,0.21274757450468046,0.17497357518637352,0.10639713873214847,0.07798690502692976
Überholverbot,120.0,4.0,0.23754574724599703,0.25,0.2516666666666667,0.20133333333333336
Überholverbot für LKW,120.0,16.0,0.503211828944728,0.0625,0.07347709090909091,0.05878167272727273
Vorfahrt,120.0,3.0,0.5573387325524077,0.6666666666666666,0.6718693877551021,0.5056521428571429
Vorfahrtsstraße,120.0,13.0,0.9112847151294097,0.46153846153846156,0.4956642857142858,0.3390233928571429
Vorfahrt gewähren,120.0,11.0,0.5228730925195904,0.09090909090909091,0.11304503631961262,0.05339943099273607
Stopschild,120.0,7.0,0.518875486131325,0.14285714285714285,0.1546912878787879,0.07734564393939394
Verbot für Fahrzeuge aller Art,120.0,1.0,0.49799096377159313,1.0,0.995,0.796
Verbot der Einfahrt,120.0,5.0,0.8013801576005622,0.6,0.6063888888888889,0.3977962962962963
Gefahrstelle,120.0,8.0,0.39470076866494935,0.17102557649871203,0.24040007736943916,0.20575088256424431
Kurve links,120.0,1.0,0.9031080817064238,1.0,0.995,0.597
Kurve rechts,120.0,1.0,0.0,0.0,0.0,0.0
Unebene Fahrbahn,120.0,3.0,1.0,0.9974704594082646,0.995,0.7415983333333334
Schleudergefahr,120.0,4.0,0.21905491190454388,0.25,0.2534444444444444,0.20275555555555552
Baustelle,120.0,2.0,0.0,0.0,0.0,0.0
Lichtzeichenanlage,120.0,2.0,0.964335027178931,1.0,0.995,0.49749999999999994
Fußgängerüberweg,120.0,2.0,0.5376053652182797,0.5,0.501219512195122,0.250609756097561
spielende Kinder,120.0,1.0,0.0,0.0,0.05236842105263158,0.03142105263157895
Schnee- und Eisglätte,120.0,2.0,1.0,0.0,0.0,0.0
Alle Streckenverbote aufgehoben,120.0,1.0,1.0,0.0,0.0,0.0
Vorgeschriebene Fahrtrichtung rechts,120.0,3.0,0.0,0.0,0.0,0.0
Vorgeschriebene Fahrtrichtung links,120.0,2.0,1.0,0.0,0.0,0.0
Vorgeschriebene Fahrtrichtung geradeaus,120.0,5.0,0.6060873045652708,0.6,0.5575510204081633,0.3315
Vorgeschriebene Fahrtrichtung geradeaus oder rechts,120.0,2.0,0.7884287343695175,1.0,0.995,0.6476333333333333
Rechts vorbei,120.0,7.0,0.5121295656773688,0.2857142857142857,0.37077863636363634,0.2173840212121212
Überholverbot aufgehoben,120.0,1.0,1.0,0.0,0.0,0.0
