               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,             0.01857,           0.0066284,            0.057207,             0.76293,             0.25725,             0.25377,             0.21125,            0.016455,           0.0071763,             0.05845,           0.0030888,           0.0030888,           0.0030888
                  70,            0.016165,           0.0065349,            0.058958,             0.57738,             0.40053,             0.26264,             0.22172,            0.016121,           0.0070871,            0.058253,           0.0029706,           0.0029706,           0.0029706
                  71,            0.015345,            0.005815,            0.057109,             0.57262,             0.44472,             0.26523,             0.22112,            0.015541,           0.0070067,             0.05808,            0.002855,            0.002855,            0.002855
                  72,             0.01691,           0.0062644,            0.055689,             0.57674,              0.3839,             0.26387,             0.22419,            0.015105,           0.0069056,            0.058018,           0.0027419,           0.0027419,           0.0027419
                  73,            0.016261,           0.0061426,            0.057877,             0.58259,             0.38555,             0.27348,             0.21952,             0.01745,           0.0071699,            0.057901,           0.0026316,           0.0026316,           0.0026316
                  74,            0.016673,           0.0063545,            0.056777,             0.58848,             0.37345,             0.27159,             0.22544,            0.015204,           0.0070015,            0.057686,           0.0025241,           0.0025241,           0.0025241
                  75,              0.0147,           0.0057589,            0.056131,             0.59464,             0.37283,              0.2808,             0.23606,            0.015431,           0.0070327,            0.057575,           0.0024195,           0.0024195,           0.0024195
                  76,            0.014918,           0.0058168,            0.057619,             0.59359,             0.38179,             0.29599,             0.24981,            0.015267,           0.0069081,            0.057468,            0.002318,            0.002318,            0.002318
                  77,            0.015133,           0.0060766,            0.055001,             0.59012,             0.37735,             0.29498,             0.25174,            0.015412,           0.0070125,            0.057333,           0.0022196,           0.0022196,           0.0022196
                  78,            0.015209,           0.0060714,            0.057157,             0.59107,             0.38786,             0.28991,             0.24403,            0.015037,            0.006857,            0.057225,           0.0021245,           0.0021245,           0.0021245
                  79,            0.015056,           0.0057485,            0.055344,             0.59639,             0.38773,             0.29542,             0.25093,            0.014661,           0.0067207,            0.057063,           0.0020327,           0.0020327,           0.0020327
                  80,            0.014201,           0.0058378,             0.05577,             0.59612,             0.39799,             0.29945,             0.25272,            0.014682,           0.0068863,            0.056868,           0.0019443,           0.0019443,           0.0019443
                  81,             0.01399,           0.0057168,            0.057793,             0.62742,             0.38452,             0.31237,             0.26326,            0.014936,           0.0068453,            0.056809,           0.0018594,           0.0018594,           0.0018594
                  82,            0.014447,           0.0063971,            0.055428,             0.62925,             0.38596,             0.31825,             0.26748,            0.014699,           0.0067753,            0.056701,           0.0017781,           0.0017781,           0.0017781
                  83,            0.014353,           0.0056777,             0.05502,             0.63952,             0.36827,             0.31576,             0.26586,            0.015367,           0.0067865,            0.056649,           0.0017005,           0.0017005,           0.0017005
                  84,            0.014542,            0.005803,            0.056381,             0.64274,              0.3613,              0.3064,             0.26155,             0.01441,           0.0067606,            0.056609,           0.0016267,           0.0016267,           0.0016267
                  85,            0.013992,            0.005959,            0.056951,             0.63686,             0.36477,             0.30691,             0.26182,            0.014581,           0.0068177,            0.056542,           0.0015566,           0.0015566,           0.0015566
                  86,            0.013472,           0.0056885,            0.056112,             0.66438,             0.34666,              0.3066,             0.26026,            0.014252,           0.0067226,            0.056336,           0.0014905,           0.0014905,           0.0014905
                  87,            0.013804,           0.0056391,            0.056039,             0.66177,             0.34161,             0.31014,             0.26667,            0.013971,           0.0066553,            0.056221,           0.0014283,           0.0014283,           0.0014283
                  88,            0.013703,           0.0059539,            0.055043,             0.63719,             0.34896,             0.31394,             0.26814,            0.014083,           0.0066983,            0.056129,           0.0013701,           0.0013701,           0.0013701
                  89,            0.013369,           0.0057242,              0.0532,             0.63687,             0.34829,             0.31391,             0.26655,              0.0145,           0.0067292,            0.056035,            0.001316,            0.001316,            0.001316
